concept	facet	property	facet_property	cluster_label
semillon	pairing	with seafood	pairing: with seafood	219
muscadet	food pairing	oysters	food pairing: oysters	219
dry riesling	pairing food	seafood	pairing food: seafood	219
white table wine	pairing food	seafood	pairing food: seafood	219
fish course	food type	seafood	food type: seafood	219
white table wine	pair with	seafood	pair with: seafood	219
sancerre	pairing with	fish	pairing with: fish	219
chardonnay	pairing	seafood	pairing: seafood	219
white burgundy	pairing	seafood	pairing: seafood	219
dry riesling	pairing	seafood	pairing: seafood	219
chenin blanc	pairing	seafood	pairing: seafood	219
pinot noir	pairing	seafood	pairing: seafood	219
california wine	pairing	seafood	pairing: seafood	219
sauvignon blanc	pairing options	seafood	pairing options: seafood	219
rose wine	pairing	seafood	pairing: seafood	219
riesling	pairing	seafood	pairing: seafood	219
fish course	origin	seafood	origin: seafood	219
muscadet	pairing	seafood	pairing: seafood	219
wine flavor	pairing	seafood	pairing: seafood	219
meursault	pairing	seafood	pairing: seafood	219
white bordeaux	pairing	seafood	pairing: seafood	219
american wine	pairing with	seafood	pairing with: seafood	219
pinot blanc	pairing with	seafood	pairing with: seafood	219
sancerre	pairing with	seafood	pairing with: seafood	219
semillon	pairing with	seafood	pairing with: seafood	219
chardonnay	pairing with	seafood	pairing with: seafood	219
wine taste	pairing options	seafood	pairing options: seafood	219
french wine	pairing	seafood	pairing: seafood	219
riesling	pairing with	seafood	pairing with: seafood	219
texas wine	pairing with	seafood	pairing with: seafood	219
french wine	pairing with food	seafood	pairing with food: seafood	219
alsace wine	pairing	seafood	pairing: seafood	219
sweet riesling	pairing	seafood	pairing: seafood	219
dry white wine	pairing	seafood	pairing: seafood	219
fish course	origin	aquatic	origin: aquatic	219
fish course	dish type	aquatic food	dish type: aquatic food	219
chardonnay	pairing with food	seafood	pairing with food: seafood	219
muscadet	pairing options	seafood	pairing options: seafood	219
american wine	pairing	seafood	pairing: seafood	219
muscadet	used for	pairing with seafood	used for: pairing with seafood	219
sancerre	pairing	seafood	pairing: seafood	219
semillon	pairing	seafood	pairing: seafood	219
white table wine	pairing	seafood	pairing: seafood	219
white wine	pairing	seafood	pairing: seafood	219
sauvignon blanc	pairing	seafood	pairing: seafood	219
fish course	course type	seafood	course type: seafood	219
dry wine	pairing with food	seafood	pairing with food: seafood	219
french wine	pairing	with fish	pairing: with fish	219
fish course	cultural significance	in seafood buffet	cultural significance: in seafood buffet	219
meursault	food pairing	seafood	food pairing: seafood	219
muscadet	food pairing	seafood	food pairing: seafood	219
chenin blanc	pairing	with seafood	pairing: with seafood	219
pinot blanc	pairing	seafood	pairing: seafood	219
fish course	cultural significance	in sushi	cultural significance: in sushi	219
fish course	common ingredients	seafood	common ingredients: seafood	219
fish course	ingredients	seafood	ingredients: seafood	219
tours	participant	group	participant: group	220
tours	participant	individual	participant: individual	220
meal	participants	group	participants: group	220
tours	format	group	format: group	220
tours	organizer	family	organizer: family	221
fruit course	expected guests	family	expected guests: family	221
tours	participant	family	participant: family	221
meal	participants	family	participants: family	221
fruit course	expected guests	colleagues	expected guests: colleagues	221
meal	participants	single	participants: single	221
fruit course	expected guests	friends	expected guests: friends	221
wine descriptor	sensory characteristics	appearance	sensory characteristics: appearance	222
wine taste	overall impression	complex	overall impression: complex	222
wine descriptor	sensory quality	unbalanced	sensory quality: unbalanced	222
wine color	perception	objective	perception: objective	222
riesling	processing	reductive	processing: reductive	222
wine color	perceived	through eyes	perceived: through eyes	222
wine color	perception	subjective	perception: subjective	222
fowl	characteristics	beaked	characteristics: beaked	223
fowl	physical characteristics	beak	physical characteristics: beak	223
fowl	beak shape	long	beak shape: long	223
fowl	characteristics	claws	characteristics: claws	223
fowl	characteristics	beak	characteristics: beak	223
fowl	beak shape	short	beak shape: short	223
fowl	physical characteristics	wings	physical characteristics: wings	224
fowl	characteristics	wings	characteristics: wings	224
fowl	characteristics	feathered	characteristics: feathered	224
fowl	behavior	flying	behavior: flying	224
meal	location	canteen	location: canteen	225
edible thing	consumption place	canteen	consumption place: canteen	225
meal	setting	canteen	setting: canteen	225
meal	place	canteen	place: canteen	225
meal course	setting	home	setting: home	226
fruit course	location	home	location: home	226
meal	place	home	place: home	226
edible thing	consumption place	home	consumption place: home	226
meal	location	home	location: home	226
meal	setting	home	setting: home	226
white table wine	properties	affordable	properties: affordable	226
consumable thing	location	home	location: home	226
cabernet sauvignon	popular brands	opus one	popular brands: opus one	227
dessert wine	popular brands	sauternes	popular brands: sauternes	227
dry wine	popular brands	penfolds	popular brands: penfolds	227
dry wine	popular brands	rioja	popular brands: rioja	227
cabernet sauvignon	popular brands	penfolds	popular brands: penfolds	227
wine flavor	notes	berry	notes: berry	228
fruit course	common fruits used	blueberries	common fruits used: blueberries	228
fruit course	typical fruits	raspberries	typical fruits: raspberries	228
fruit course	popular fruits	strawberries	popular fruits: strawberries	228
fruit course	popular fruits	blueberries	popular fruits: blueberries	228
fruit course	popular fruit combinations	blueberries and yogurt	popular fruit combinations: blueberries and yogurt	228
fruit course	typical fruits	blueberries	typical fruits: blueberries	228
fruit course	typical fruits	strawberries	typical fruits: strawberries	228
fruit course	common fruits used	strawberries	common fruits used: strawberries	228
fruit course	common fruits	blueberries	common fruits: blueberries	228
fruit course	common fruits	raspberries	common fruits: raspberries	228
fruit course	popular fruits	raspberries	popular fruits: raspberries	228
fruit course	popular fruit combinations	strawberries and cream	popular fruit combinations: strawberries and cream	228
fruit course	common fruits	strawberries	common fruits: strawberries	228
chardonnay	popularity	popular wine	popularity: popular wine	229
sauvignon blanc	popularity	growing trend	popularity: growing trend	229
pinot noir	popularity	popular	popularity: popular	229
sauvignon blanc	popularity	popular	popularity: popular	229
sauvignon blanc	popularity	classic	popularity: classic	229
pinot noir	popularity	growing	popularity: growing	229
pinot noir	popularity	exclusive	popularity: exclusive	229
dessert	preparation method	mixing	preparation method: mixing	230
consumable thing	preparation	prepared	preparation: prepared	230
consumable thing	preparation method	mixed	preparation method: mixed	230
sweet dessert	preparation method	mixing	preparation method: mixing	230
consumable thing	prepared by	brewing	prepared by: brewing	230
sweet dessert	preparation	mixed	preparation: mixed	230
consumable thing	preparation method	mixing	preparation method: mixing	230
fruit course	preparation	mixing	preparation: mixing	230
fruit course	preparation	simple arrangement	preparation: simple arrangement	230
consumable thing	prepared by	mixing	prepared by: mixing	230
fruit course	type	mix	type: mix	230
consumable thing	prepared by	cooking	prepared by: cooking	231
consumable thing	preparation method	cooking	preparation method: cooking	231
dessert	preparation method	baking	preparation method: baking	231
dessert	preparation method	cooking	preparation method: cooking	231
pasta	cooking method	boiling	cooking method: boiling	231
fruit course	preparation	dressing	preparation: dressing	231
sweet dessert	preparation method	baking	preparation method: baking	231
consumable thing	preparation method	baking	preparation method: baking	231
sweet dessert	preparation	cooked	preparation: cooked	231
potable liquid	usage	cooking	usage: cooking	231
consumable thing	preparation	cooked	preparation: cooked	231
meal	preparation	baking	preparation: baking	231
fruit course	preparation	cooking	preparation: cooking	231
meal	preparation	cooking	preparation: cooking	231
pasta	cooking method	baking	cooking method: baking	231
fish course	cooking methods	boiling	cooking methods: boiling	231
potable liquid	uses	cooking	uses: cooking	231
meal	preparation	heating	preparation: heating	231
red meat	cooking methods	braising	cooking methods: braising	231
fish course	cooking methods	baking	cooking methods: baking	231
sweet dessert	preparation method	boiling	preparation method: boiling	231
fish course	preparation	cooked	preparation: cooked	231
potable liquid	function	cooking	function: cooking	231
sweet dessert	prepared by	baker	prepared by: baker	232
edible thing	texture	crumbly	texture: crumbly	232
dessert	texture	crumbly	texture: crumbly	232
dessert course	common foods	cookies	common foods: cookies	232
sweet dessert	type	cookie	type: cookie	232
dessert course	food type	pastry	food type: pastry	232
pasta	material	dough	material: dough	232
sweet dessert	preparation	baked	preparation: baked	232
edible thing	preparation method	baked	preparation method: baked	232
dessert	serving method	baked	serving method: baked	232
pasta	cooking method	baked	cooking method: baked	232
consumable thing	purpose	medication	purpose: medication	233
medoc	brand name	advil	brand name: advil	233
medoc	prescription	doctor's orders	prescription: doctor's orders	233
medoc	category	medication	category: medication	233
medoc	prescription	pharmacist's advice	prescription: pharmacist's advice	233
medoc	form	injectable	form: injectable	233
fruit course	presentation	served in a bowl	presentation: served in a bowl	234
fruit course	presentation	in a fruit bowl	presentation: in a fruit bowl	234
fruit course	presentation	arranged on plate	presentation: arranged on plate	234
edible thing	located at	table	located at: table	234
fruit course	presentation	in a parfait	presentation: in a parfait	234
fruit course	presentation	in a bowl	presentation: in a bowl	234
fruit course	presentation	arranged on a platter	presentation: arranged on a platter	234
fruit course	presentation	arranged on a plate	presentation: arranged on a plate	234
american wine	price range	mid-range	price range: mid-range	235
sancerre	price range	mid-range	price range: mid-range	235
french wine	price range	affordable	price range: affordable	235
german wine	price range	affordable	price range: affordable	235
muscadet	price range	affordable	price range: affordable	235
consumable thing	availability	widely available	availability: widely available	235
muscadet	price range	budget-friendly	price range: budget-friendly	235
table wine	price range	affordable	price range: affordable	235
tours	cost	expensive	cost: expensive	235
chianti	price	affordable	price: affordable	235
american wine	price	affordable	price: affordable	235
california wine	price range	affordable	price range: affordable	235
sauvignon blanc	price range	affordable	price range: affordable	235
american wine	price range	affordable	price range: affordable	235
margaux	price	high-end	price: high-end	235
red burgundy	price range	affordable	price range: affordable	235
chianti	price range	affordable	price range: affordable	235
white table wine	price range	affordable	price range: affordable	235
chianti	price	mid-range	price: mid-range	235
consumable thing	availability	online purchase	availability: online purchase	235
tours	cost	affordable	cost: affordable	235
tours	cost	budget-friendly	cost: budget-friendly	235
muscadet	price range	reasonable	price range: reasonable	235
california wine	price range	mid-range	price range: mid-range	235
petite syrah	price range	$15-$30	price range: $15-$30	235
chardonnay	price range	affordable	price range: affordable	235
sancerre	price range	affordable	price range: affordable	235
white bordeaux	price range	affordable	price range: affordable	235
red burgundy	price range	mid-range	price range: mid-range	235
sweet riesling	price range	affordable	price range: affordable	235
white burgundy	price range	affordable	price range: affordable	235
table wine	price range	mid-range	price range: mid-range	235
white burgundy	price range	mid-range	price range: mid-range	235
white bordeaux	price range	mid-range	price range: mid-range	235
sauvignon blanc	price range	mid-range	price range: mid-range	235
italian wine	price range	affordable	price range: affordable	235
white table wine	price range	mid-range	price range: mid-range	235
white table wine	price range	expensive	price range: expensive	236
american wine	price range	premium	price range: premium	236
american wine	price range	expensive	price range: expensive	236
pauillac	price range	expensive	price range: expensive	236
french wine	price range	luxury	price range: luxury	236
full bodied wine	price range	luxury	price range: luxury	236
meritage	price range	luxury	price range: luxury	236
california wine	price range	luxury	price range: luxury	236
red bordeaux	price range	expensive	price range: expensive	236
red bordeaux	price range	luxury	price range: luxury	236
full bodied wine	price range	premium	price range: premium	236
ice wine	price range	premium	price range: premium	236
table wine	price range	premium	price range: premium	236
american wine	price	expensive	price: expensive	236
white burgundy	price	expensive	price: expensive	236
german wine	price range	expensive	price range: expensive	236
french wine	price range	expensive	price range: expensive	236
white burgundy	price range	expensive	price range: expensive	236
ice wine	price range	expensive	price range: expensive	236
meursault	price range	luxurious	price range: luxurious	236
french wine	price range	luxurious	price range: luxurious	236
american wine	price range	luxury	price range: luxury	236
margaux	price range	expensive	price range: expensive	236
white bordeaux	price	premium	price: premium	236
american wine	price	luxurious	price: luxurious	236
margaux	price	luxurious	price: luxurious	236
full bodied wine	price range	expensive	price range: expensive	236
tours	cost	luxury	cost: luxury	236
italian wine	price range	luxurious	price range: luxurious	236
chianti	price range	expensive	price range: expensive	236
white bordeaux	price range	luxurious	price range: luxurious	236
table wine	price range	budget	price range: budget	236
medoc	price range	luxury product	price range: luxury product	236
bordeaux	price range	luxury	price range: luxury	236
tours	features	entry fees	features: entry fees	236
red bordeaux	quality level	luxury	quality level: luxury	236
meursault	price range	luxury	price range: luxury	236
sancerre	price range	expensive	price range: expensive	236
white burgundy	price range	luxury	price range: luxury	236
table wine	price range	expensive	price range: expensive	236
margaux	price	expensive	price: expensive	236
margaux	price	luxury	price: luxury	236
white burgundy	price	luxury	price: luxury	236
sweet riesling	price range	expensive	price range: expensive	236
red burgundy	price range	expensive	price range: expensive	236
bordeaux	price range	expensive	price range: expensive	236
chianti	price	expensive	price: expensive	236
white bordeaux	price	expensive	price: expensive	236
pauillac	price	expensive	price: expensive	236
margaux	price range	luxury	price range: luxury	236
italian wine	price range	luxury	price range: luxury	236
burgundy	association	luxury	association: luxury	236
burgundy	symbolism	luxury	symbolism: luxury	236
bordeaux	classification	luxury item	classification: luxury item	236
meritage	price range	expensive	price range: expensive	236
italian wine	price range	expensive	price range: expensive	236
white bordeaux	price range	expensive	price range: expensive	236
chardonnay	price range	expensive	price range: expensive	236
medoc	price range	expensive	price range: expensive	236
burgundy	associated with	luxury	associated with: luxury	236
medoc	price range	luxury	price range: luxury	236
meursault	price range	expensive	price range: expensive	236
california wine	price range	expensive	price range: expensive	236
late harvest	process	picking	process: picking	237
late harvest	process	delayed picking	process: delayed picking	237
late harvest	process	extended	process: extended	237
late harvest	methods	delayed picking	methods: delayed picking	237
table wine	types	merlot	types: merlot	238
wine grape	types	merlot	types: merlot	238
meritage	ingredients	merlot	ingredients: merlot	238
dry red wine	classification	merlot	classification: merlot	238
full bodied wine	produced from	merlot	produced from: merlot	238
meritage	blend of	merlot	blend of: merlot	238
red table wine	made from	merlot	made from: merlot	238
bordeaux	made from	merlot	made from: merlot	238
wine color	types	merlot	types: merlot	238
dry red wine	label	malbec	label: malbec	238
dry red wine	label	merlot	label: merlot	238
st emilion	type	merlot	type: merlot	238
red burgundy	varietal	merlot	varietal: merlot	238
st emilion	famous for	merlot	famous for: merlot	238
full bodied wine	style	merlot	style: merlot	238
red bordeaux	made from	merlot	made from: merlot	238
full bodied wine	type	merlot	type: merlot	238
wine color	used to describe	merlot	used to describe: merlot	238
bordeaux	production	made from merlot	production: made from merlot	238
meritage	components	merlot	components: merlot	238
consumable thing	origin	manufactured	origin: manufactured	239
texas wine	production	handcrafted	production: handcrafted	239
alsace wine	production	handcrafted	production: handcrafted	239
port	used for	trade	used for: trade	239
chianti	production method	handcrafted	production method: handcrafted	239
sancerre	production method	handcrafted	production method: handcrafted	239
meritage	production	handcrafted	production: handcrafted	239
pauillac	production method	handcrafted	production method: handcrafted	239
white burgundy	production method	handcrafted	production method: handcrafted	239
pinot noir	production method	handcrafted	production method: handcrafted	239
dry red wine	production method	handmade	production method: handmade	239
medoc	production method	carefully crafted	production method: carefully crafted	239
late harvest	industry	food processing	industry: food processing	240
pinot noir	production method	small scale	production method: small scale	240
meritage	production	small-batch	production: small-batch	240
texas wine	production	local	production: local	240
chianti	production method	small scale	production method: small scale	240
pinot noir	production	careful handling	production: careful handling	240
margaux	production method	small batch	production method: small batch	240
muscadet	production method	small-scale production	production method: small-scale production	240
pinot noir	production	delicate	production: delicate	240
meursault	production	produced in small quantities	production: produced in small quantities	240
pinot noir	production	delicate processing	production: delicate processing	240
alsace wine	production	traditional	production: traditional	240
alsace wine	production	family-owned	production: family-owned	240
texas wine	production	small scale	production: small scale	240
texas wine	production	artisanal	production: artisanal	240
st emilion	production	small production	production: small production	240
st emilion	production	limited quantity	production: limited quantity	240
pauillac	production method	small-scale	production method: small-scale	240
alsace wine	production	artisanal	production: artisanal	240
late harvest	industry	food production	industry: food production	240
alsace wine	production	small-scale	production: small-scale	240
texas wine	production	small-scale	production: small-scale	240
merlot	wine making process	blended	wine making process: blended	241
meritage	production method	mixing different wines	production method: mixing different wines	241
semillon	usage	making dessert wine	usage: making dessert wine	241
cabernet franc	production method	winemaking	production method: winemaking	241
gamay	usage	blending with other grapes	usage: blending with other grapes	241
late harvest	context	wine making	context: wine making	241
red bordeaux	production method	wine making	production method: wine making	241
sauvignon blanc	production	winemaking process	production: winemaking process	241
wine descriptor	wine production	winemaking technique	wine production: winemaking technique	241
red table wine	production process	grape harvesting	production process: grape harvesting	241
cabernet sauvignon	winemaking process	blending	winemaking process: blending	241
california wine	winemaking process	blending	winemaking process: blending	241
pinot noir	winemaking	crush	winemaking: crush	241
bordeaux	production process	grapes	production process: grapes	241
red bordeaux	production process	grapes	production process: grapes	241
red bordeaux	production method	grape harvesting	production method: grape harvesting	241
rose wine	production method	white wine production	production method: white wine production	241
meritage	production process	blending of different wines	production process: blending of different wines	241
semillon	winemaking process	bottling	winemaking process: bottling	241
pauillac	production method	traditional winemaking	production method: traditional winemaking	241
beaujolais	production method	vinification	production method: vinification	241
late harvest	purpose	winemaking	purpose: winemaking	241
wine descriptor	purpose	wine pairing	purpose: wine pairing	241
rose wine	production method	red wine production	production method: red wine production	241
pinot noir	winemaking	delicate pressing	winemaking: delicate pressing	241
muscadet	production method	traditional winemaking	production method: traditional winemaking	241
wine descriptor	wine production method	still	wine production method: still	241
pauillac	wine making process	blend	wine making process: blend	241
gamay	production method	traditional winemaking	production method: traditional winemaking	241
meritage	production	vintner's selection	production: vintner's selection	241
california wine	production method	winery	production method: winery	241
french wine	production method	champagne method	production method: champagne method	241
meritage	winemaking technique	careful blending	winemaking technique: careful blending	241
wine color	dependent on	winemaking process	dependent on: winemaking process	241
gamay	production method	modern winemaking	production method: modern winemaking	241
semillon	uses	blending with other grapes	uses: blending with other grapes	241
gamay	uses	winemaking	uses: winemaking	241
pinot noir	production process	grapes	production process: grapes	241
gamay	uses	blending wine	uses: blending wine	241
white wine	production process	fermentation	production process: fermentation	242
beaujolais	production method	natural fermentation	production method: natural fermentation	242
beaujolais	production process	short fermentation period	production process: short fermentation period	242
sweet wine	production method	fermentation	production method: fermentation	242
rose wine	production method	fermentation	production method: fermentation	242
american wine	production method	fermentation	production method: fermentation	242
semillon	production method	fermentation	production method: fermentation	242
dessert wine	production method	fermentation	production method: fermentation	242
texas wine	production method	fermentation	production method: fermentation	242
wine descriptor	wine production	fermentation	wine production: fermentation	242
pinot noir	production	delicate fermentation	production: delicate fermentation	242
zinfandel	production method	fermentation	production method: fermentation	242
sauterne	production method	fermentation	production method: fermentation	242
bordeaux	production method	fermentation	production method: fermentation	242
table wine	production method	fermentation	production method: fermentation	242
gamay	production method	fermentation	production method: fermentation	242
italian wine	production method	fermentation	production method: fermentation	242
dry wine	production method	fermentation	production method: fermentation	242
beaujolais	production method	whole-grape fermentation	production method: whole-grape fermentation	242
riesling	production method	cold fermentation	production method: cold fermentation	242
cabernet franc	production method	fermentation	production method: fermentation	242
sweet wine	production method	specialized fermentation	production method: specialized fermentation	242
red table wine	production process	fermentation	production process: fermentation	242
merlot	production process	fermentation	production process: fermentation	242
medoc	production process	fermentation	production process: fermentation	242
merlot	wine-making process	fermentation	wine-making process: fermentation	242
rose wine	process	fermentation	process: fermentation	242
dessert wine	process	fermentation	process: fermentation	242
white table wine	process	fermentation	process: fermentation	242
red table wine	process	fermentation	process: fermentation	242
dry red wine	production process	fermentation	production process: fermentation	242
white bordeaux	production method	fermentation	production method: fermentation	242
wine color	determinants	fermentation	determinants: fermentation	242
american wine	winemaking process	fermentation	winemaking process: fermentation	242
chardonnay	production process	fermentation	production process: fermentation	242
sauvignon blanc	production method	cold fermentation	production method: cold fermentation	242
sweet riesling	ingredients	fermentation	ingredients: fermentation	242
red wine	ingredients	fermentation	ingredients: fermentation	242
california wine	winemaking process	fermentation	winemaking process: fermentation	242
zinfandel	winemaking process	fermentation	winemaking process: fermentation	242
chianti	production process	fermentation	production process: fermentation	242
dessert wine	production process	fermentation	production process: fermentation	242
sweet wine	production process	fermentation	production process: fermentation	242
wine color	caused by	fermentation	caused by: fermentation	242
dry white wine	production process	fermentation	production process: fermentation	242
semillon	winemaking process	fermentation	winemaking process: fermentation	242
full bodied wine	production method	full fermentation	production method: full fermentation	242
cabernet sauvignon	winemaking process	fermentation	winemaking process: fermentation	242
cabernet sauvignon	production process	fermentation	production process: fermentation	242
st emilion	winemaking	fermentation	winemaking: fermentation	242
white bordeaux	production process	fermentation	production process: fermentation	242
full bodied wine	production method	barrel fermentation	production method: barrel fermentation	242
beaujolais	production method	whole grape fermentation	production method: whole grape fermentation	242
semillon	winemaking	fermentation	winemaking: fermentation	242
california wine	production method	fermentation	production method: fermentation	242
bordeaux	production process	fermentation	production process: fermentation	242
red bordeaux	production process	fermentation	production process: fermentation	242
california wine	production process	fermentation	production process: fermentation	242
french wine	production process	fermentation	production process: fermentation	242
pinot noir	production process	fermentation	production process: fermentation	242
bordeaux	production process	blending	production process: blending	243
french wine	production process	blending	production process: blending	243
merlot	production process	blending	production process: blending	243
meritage	production process	blending	production process: blending	243
medoc	production process	blend	production process: blend	243
cabernet franc	used in	blending	used in: blending	243
merlot	wine-making process	blending	wine-making process: blending	243
zinfandel	production method	blending	production method: blending	243
dessert wine	process	blending	process: blending	243
rose wine	process	blending	process: blending	243
american wine	production method	blending	production method: blending	243
dessert wine	production method	blending	production method: blending	243
meritage	production method	blending	production method: blending	243
rose wine	production method	blending	production method: blending	243
cabernet franc	uses	blending	uses: blending	243
chardonnay	production process	blending	production process: blending	243
california wine	production process	blending	production process: blending	243
dessert wine	production process	blending	production process: blending	243
meritage	production process	careful blending	production process: careful blending	243
sweet wine	production process	blending	production process: blending	243
semillon	used for	blending	used for: blending	243
margaux	pairing	red wine and cheese	pairing: red wine and cheese	244
pauillac	origin	bordeaux region	origin: bordeaux region	244
sauterne	origin	bordeaux region	origin: bordeaux region	244
medoc	production method	made from grapes	production method: made from grapes	244
white bordeaux	origin	bordeaux region	origin: bordeaux region	244
meritage	origin	bordeaux region	origin: bordeaux region	244
merlot	made from	merlot grapes	made from: merlot grapes	244
chenin blanc	production method	made from chenin blanc grapes	production method: made from chenin blanc grapes	244
wine color	associated with	white wine	associated with: white wine	244
rose wine	made from	white grapes	made from: white grapes	244
meursault	production	made from chardonnay grapes	production: made from chardonnay grapes	244
sweet wine	production method	made from botrytized grapes	production method: made from botrytized grapes	244
sweet wine	production method	made from ripe grapes	production method: made from ripe grapes	244
sauterne	production method	botrytized grapes	production method: botrytized grapes	244
cabernet sauvignon	production process	blend of grapes	production process: blend of grapes	244
meritage	type	bordeaux-style	type: bordeaux-style	244
red burgundy	production method	made from pinot noir grapes	production method: made from pinot noir grapes	244
rose wine	made from	blend of grapes	made from: blend of grapes	244
sancerre	made from	sauvignon blanc grapes	made from: sauvignon blanc grapes	244
texas wine	production method	hand-picked grapes	production method: hand-picked grapes	244
gamay	production method	hand-picked grapes	production method: hand-picked grapes	244
bordeaux	production method	grapes	production method: grapes	244
pauillac	pairing	red wine and cheese	pairing: red wine and cheese	244
muscadet	production	made from melon grapes	production: made from melon grapes	244
dry red wine	made from	specific grape varieties	made from: specific grape varieties	244
st. emilion	winemaking process	merlot dominant	winemaking process: merlot dominant	244
meursault	production method	made from chardonnay grapes	production method: made from chardonnay grapes	244
white burgundy	production method	made from chardonnay grapes	production method: made from chardonnay grapes	244
chardonnay	production method	made from chardonnay grapes	production method: made from chardonnay grapes	244
gamay	production method	grapes	production method: grapes	244
red bordeaux	origin	bordeaux region	origin: bordeaux region	244
medoc	production method	blend of grapes	production method: blend of grapes	244
chianti	production method	made from sangiovese grapes	production method: made from sangiovese grapes	244
sancerre	production method	made from sauvignon blanc grapes	production method: made from sauvignon blanc grapes	244
chianti	made from	sangiovese grapes	made from: sangiovese grapes	244
chardonnay	production process	made from chardonnay grapes	production process: made from chardonnay grapes	244
bordeaux	origin	bordeaux region	origin: bordeaux region	244
st. emilion	winemaking process	cabernet franc	winemaking process: cabernet franc	244
margaux	produced by	château margaux	produced by: château margaux	244
alsace wine	produced by	alsace wine producers	produced by: alsace wine producers	244
margaux	production method	traditional	production method: traditional	245
pauillac	production method	traditional	production method: traditional	245
medoc	production method	traditional	production method: traditional	245
alsace wine	production method	traditional	production method: traditional	245
italian wine	production method	traditional	production method: traditional	245
french wine	production method	modern	production method: modern	245
chianti	production method	modern method	production method: modern method	245
chianti	production method	traditional method	production method: traditional method	245
italian wine	production method	modern	production method: modern	245
california wine	production method	modern	production method: modern	245
dry red wine	production method	modern	production method: modern	245
french wine	production method	traditional	production method: traditional	245
ice wine	making process	specialized technique	making process: specialized technique	245
french wine	production method	biodynamic	production method: biodynamic	245
italian wine	production method	biodynamic	production method: biodynamic	245
german wine	production method	modern	production method: modern	245
french wine	production method	traditional method	production method: traditional method	245
riesling	production method	unfiltered	production method: unfiltered	245
pinot blanc	production method	blend of methods	production method: blend of methods	245
white burgundy	production method	traditional	production method: traditional	245
chianti	production method	traditional	production method: traditional	245
american wine	production method	traditional	production method: traditional	245
sancerre	production method	traditional method	production method: traditional method	245
california wine	production method	traditional	production method: traditional	245
sancerre	production method	traditional	production method: traditional	245
red bordeaux	production method	oenological	production method: oenological	245
muscadet	production method	minimum intervention	production method: minimum intervention	245
gamay	production method	minimal intervention	production method: minimal intervention	245
beaujolais	production method	direct pressing	production method: direct pressing	245
alsace wine	production method	modern	production method: modern	245
red bordeaux	production method	traditional	production method: traditional	245
german wine	production method	traditional	production method: traditional	245
dry red wine	production method	traditional	production method: traditional	245
chianti	production method	modern	production method: modern	245
rose wine	type	dry	type: dry	246
white wine	type	dry	type: dry	246
white table wine	type	dry	type: dry	246
texas wine	type	dry	type: dry	246
table wine	type	dry	type: dry	246
red wine	type	dry	type: dry	246
alsace wine	production method	dry	production method: dry	246
california wine	production method	dry	production method: dry	246
alsace wine	type	dry	type: dry	246
alsace wine	production	dry	production: dry	246
german wine	style	dry	style: dry	246
wine flavor	type	dry	type: dry	246
dry white wine	type	dry	type: dry	246
white bordeaux	type	dry	type: dry	246
alsace wine	production method	off-dry	production method: off-dry	246
muscadet	production method	dry method	production method: dry method	246
sancerre	production method	dry	production method: dry	246
dry riesling	style	dry	style: dry	246
semillon	characteristics	dry	characteristics: dry	246
dry white wine	production method	filtered	production method: filtered	247
pinot blanc	production method	filtered	production method: filtered	247
white wine	making process	filtered	making process: filtered	247
dry wine	production method	filtered	production method: filtered	247
sweet riesling	processing	filtered	processing: filtered	247
potable liquid	quality	filtered	quality: filtered	247
white wine	processing	filtered	processing: filtered	247
riesling	production method	oak-aged	production method: oak-aged	248
dry riesling	production method	minimal oak aging	production method: minimal oak aging	248
full bodied wine	production method	oak aging	production method: oak aging	248
full bodied wine	production method	oak-aged	production method: oak-aged	248
beaujolais	production method	no oak aging	production method: no oak aging	248
beaujolais	ageing	no oak ageing	ageing: no oak ageing	248
medoc	production process	fermented	production process: fermented	249
chardonnay	production method	fermented in oak barrels	production method: fermented in oak barrels	249
red bordeaux	production method	fermented in oak barrels	production method: fermented in oak barrels	249
pinot blanc	production method	fermented in oak	production method: fermented in oak	249
chenin blanc	production method	fermented in oak	production method: fermented in oak	249
white burgundy	production method	fermented in oak barrels	production method: fermented in oak barrels	249
petite syrah	production method	fermented in oak barrels	production method: fermented in oak barrels	249
chardonnay	processing method	fermented in oak barrels	processing method: fermented in oak barrels	249
texas wine	production method	fermented in oak barrels	production method: fermented in oak barrels	249
chianti	production method	fermented in oak barrels	production method: fermented in oak barrels	249
medoc	production method	fermented in oak barrels	production method: fermented in oak barrels	249
sauvignon blanc	production method	fermented in oak barrels	production method: fermented in oak barrels	249
margaux	production method	fermented in oak barrels	production method: fermented in oak barrels	249
sancerre	production method	fermented in oak barrels	production method: fermented in oak barrels	249
dry wine	production process	fermented	production process: fermented	249
sweet wine	production process	fermented	production process: fermented	249
meursault	production method	fermented in oak barrels	production method: fermented in oak barrels	249
chenin blanc	production method	fermented in oak barrels	production method: fermented in oak barrels	249
muscadet	production method	fermented in stainless steel	production method: fermented in stainless steel	249
french wine	production method	fermented in stainless steel	production method: fermented in stainless steel	249
sauvignon blanc	production method	cold-fermented	production method: cold-fermented	249
american wine	production method	fermented	production method: fermented	249
dry wine	production method	fermented	production method: fermented	249
dry white wine	production method	fermented	production method: fermented	249
riesling	production method	fermented in stainless steel	production method: fermented in stainless steel	249
sweet riesling	production method	fermented	production method: fermented	249
