concept	facet	property	facet_property	cluster_label
environmental policy	implementation	legislation	implementation: legislation	1246
polluter pays principle	implementation	legislation	implementation: legislation	1246
environmental policy	implementation	standards	implementation: standards	1246
area management	processes	implementation	processes: implementation	1246
environmental policy	implementation	laws	implementation: laws	1246
environmental standard	implementation	industry	implementation: industry	1246
environmental impact	assessment	regulation	assessment: regulation	1246
biological standard	application	regulation	application: regulation	1246
environmental standard	implementation	guideline	implementation: guideline	1246
environmental standard	implementation	policy	implementation: policy	1246
environmental law	implementation	courts	implementation: courts	1246
eu emissions trading scheme	regulation	national implementation	regulation: national implementation	1246
polluter pays principle	implementation	insurance	implementation: insurance	1246
climate change policy	implementation	regulations	implementation: regulations	1246
environmental policy	implementation	regulations	implementation: regulations	1246
polluter pays principle	application	regulation	application: regulation	1246
eu environmental policy	implementation	enforcement mechanisms	implementation: enforcement mechanisms	1247
environmental policy	implementation	enforcement	implementation: enforcement	1247
polluter pays principle	implementation	enforcement	implementation: enforcement	1247
environmental policy	enforcement	incentives	enforcement: incentives	1247
sensitive area	protection	enforcement	protection: enforcement	1247
national park	protection	enforcement	protection: enforcement	1247
polluter pays principle	policy	enforcement	policy: enforcement	1247
clean development mechanism	implementation	project developers	implementation: project developers	1247
degree of pollution	control	enforcement	control: enforcement	1247
protected area	management	enforcement	management: enforcement	1247
environmental standard	enforcement	reward	enforcement: reward	1247
environmental standard	implementation	practice	implementation: practice	1247
eu environmental policy	enforcement	compliance	enforcement: compliance	1247
pollution control measures	enforcement	compliance	enforcement: compliance	1247
environmental policy	enforcement	compliance	enforcement: compliance	1247
environmental law	enforcement	compliance	enforcement: compliance	1247
environmental standard	enforcement	compliance	enforcement: compliance	1247
economic instrument for the environment	evaluation	enforcement	evaluation: enforcement	1247
stratospheric pollution	solutions	education and awareness	solutions: education and awareness	1248
chemical pollution	solutions	education and awareness	solutions: education and awareness	1248
deforestation	solutions	education and awareness	solutions: education and awareness	1248
dumping of waste	solutions	education and awareness	solutions: education and awareness	1248
pollution from ships	solutions	education and awareness	solutions: education and awareness	1248
pollution from ships	mitigation	education and awareness	mitigation: education and awareness	1248
radioactive pollution	prevention	education and awareness	prevention: education and awareness	1248
countryside conservation	actions	education and outreach	actions: education and outreach	1248
industrial hazard	prevention	training and education	prevention: training and education	1248
biodiversity	conservation	education and awareness	conservation: education and awareness	1248
eu environmental policy	instruments	environmental education and awareness	instruments: environmental education and awareness	1248
prevention of pollution	initiatives	education and training	initiatives: education and training	1248
soil pollution	mitigation	education and awareness	mitigation: education and awareness	1248
exploitation of the seas	solutions	education and awareness	solutions: education and awareness	1248
protection of plant life	local efforts	education and outreach	local efforts: education and outreach	1248
over-exploitation of resources	solutions	education and awareness	solutions: education and awareness	1248
coastal pollution	solutions	education and awareness	solutions: education and awareness	1248
pollution of waterways	solutions	education and awareness	solutions: education and awareness	1248
fight against wastage	solutions	education and awareness	solutions: education and awareness	1248
marine pollution	solutions	education and awareness	solutions: education and awareness	1248
unauthorised dumping	solutions	education and awareness	solutions: education and awareness	1248
nature reserve	human impact	education and outreach	human impact: education and outreach	1248
protection of animal life	actions	education and awareness	actions: education and awareness	1248
countryside conservation	tools	education and outreach	tools: education and outreach	1248
environmental policy	implementation	education and awareness	implementation: education and awareness	1248
climate change policy	implementation	education and awareness	implementation: education and awareness	1248
pollution from ships	solutions	education and training	solutions: education and training	1248
water pollution	solutions	education and awareness	solutions: education and awareness	1248
deposit on a polluting product	implementation	mandatory	implementation: mandatory	1249
deposit on a polluting product	collection	voluntary	collection: voluntary	1249
economic instrument for the environment	implementation	voluntary	implementation: voluntary	1249
deposit on a polluting product	enforcement	voluntary	enforcement: voluntary	1249
deposit on a polluting product	implementation	voluntary	implementation: voluntary	1249
clean development mechanism	implementation	financial institutions	implementation: financial institutions	1250
clean development mechanism	implementation	host countries	implementation: host countries	1250
environmental tax	funding	government programs	funding: government programs	1250
climate change policy	implementation	governmental	implementation: governmental	1250
nature reserve	management authorities	government	management authorities: government	1250
environmental standard	implementation	government	implementation: government	1250
environmental policy	implementation	government	implementation: government	1250
clean development mechanism	implementation	united nations	implementation: united nations	1250
eu emissions trading scheme	implementation	member states	implementation: member states	1250
clean development mechanism	implementation	executing agencies	implementation: executing agencies	1250
climate change policy	implementation	private sector	implementation: private sector	1250
joint implementation	implementation	international organizations	implementation: international organizations	1250
adaptation to climate change	implementation	private sector	implementation: private sector	1250
clean development mechanism	implementation	national governments	implementation: national governments	1250
joint implementation	implementation	national governments	implementation: national governments	1250
clean development mechanism	implementation	international organizations	implementation: international organizations	1250
environmental policy	implementation	private sector	implementation: private sector	1250
countryside conservation	involvement	government	involvement: government	1250
environmental law	implementation	government agencies	implementation: government agencies	1250
environmental policy	implementation	government agencies	implementation: government agencies	1250
clean development mechanism	implementation	private sector	implementation: private sector	1250
joint implementation	implementation	private companies	implementation: private companies	1250
climate change policy	implementation	national	implementation: national	1251
climate change policy	implementation	national laws	implementation: national laws	1251
environmental research	impact	policy changes	impact: policy changes	1251
clean development mechanism	implementation	developing country	implementation: developing country	1251
environmental research	goals	developing policies	goals: developing policies	1251
economic instrument for the environment	challenges	designing effective policies	challenges: designing effective policies	1251
reduction of gas emissions	strategies	national policies	strategies: national policies	1251
economic instrument for the environment	implementation	cross-border	implementation: cross-border	1251
economic instrument for the environment	implementation	national	implementation: national	1251
environmental tax	implementation	national	implementation: national	1251
joint implementation	implementation	national	implementation: national	1251
clean development mechanism	implementation	developing country projects	implementation: developing country projects	1251
eu environmental policy	implementation	national implementation	implementation: national implementation	1251
adaptation to climate change	implementation	government policies	implementation: government policies	1251
global warming	response	national policies	response: national policies	1251
emission trading	systems	national	systems: national	1251
clean development mechanism	implementation	national or international	implementation: national or international	1251
adaptation to climate change	implementation	national policies	implementation: national policies	1251
joint implementation	mechanisms	national	mechanisms: national	1251
polluter pays principle	implementation	court decisions	implementation: court decisions	1251
environmental monitoring	frequencies	event-driven	frequencies: event-driven	1252
joint implementation	implementation	country-based	implementation: country-based	1252
clean development mechanism	implementation	country-driven	implementation: country-driven	1252
deposit on a polluting product	implementation	government-regulated	implementation: government-regulated	1252
economic instrument for the environment	implementation	regional	implementation: regional	1252
environmental tax	implementation	regional	implementation: regional	1252
joint implementation	implementation	regional	implementation: regional	1252
joint implementation	implementation	sector-based	implementation: sector-based	1252
economic instrument for the environment	implementation	industry-specific	implementation: industry-specific	1252
environmental tax	implementation	local	implementation: local	1252
joint implementation	implementation	project-based	implementation: project-based	1252
clean development mechanism	implementation	project-based	implementation: project-based	1252
joint implementation	implementation	local	implementation: local	1252
economic instrument for the environment	implementation	local	implementation: local	1252
climate change policy	implementation	local	implementation: local	1252
environmental tax	implementation	industry-specific	implementation: industry-specific	1252
joint implementation	implementation	sector-specific	implementation: sector-specific	1252
economic instrument for the environment	implementation	sector-specific	implementation: sector-specific	1252
environmental tax	implementation	individual-based	implementation: individual-based	1252
eu environmental policy	implementation	eu institutions' role	implementation: eu institutions' role	1253
eu environmental policy	implementation	eu institutions involvement	implementation: eu institutions involvement	1253
eu environmental policy	implementation	member state responsibility	implementation: member state responsibility	1253
eu environmental policy	implementation	eu funding	implementation: eu funding	1253
eu environmental policy	implementation	eu-level implementation	implementation: eu-level implementation	1253
exploitation of resources	solutions	community involvement	solutions: community involvement	1254
adaptation to climate change	implementation	private sector involvement	implementation: private sector involvement	1254
environmental standard	implementation	community	implementation: community	1254
adaptation to climate change	implementation	community-based projects	implementation: community-based projects	1254
adaptation to climate change	implementation	private sector investment	implementation: private sector investment	1254
protected area	management	community engagement	management: community engagement	1254
sensitive area	management	community engagement	management: community engagement	1254
environmental law	implementation	public participation	implementation: public participation	1254
eu environmental policy	implementation	public participation	implementation: public participation	1254
environmental policy	implementation	public participation	implementation: public participation	1254
environmental education	principles	community involvement	principles: community involvement	1254
adaptation to climate change	implementation	local initiatives	implementation: local initiatives	1254
local pollution	solutions	community involvement	solutions: community involvement	1254
unauthorised dumping	solutions	community involvement	solutions: community involvement	1254
nature reserve	management	community engagement	management: community engagement	1254
pollution control measures	implementation	community involvement	implementation: community involvement	1254
pollution control measures	enforcement	community engagement	enforcement: community engagement	1254
national city park	management	community involvement	management: community involvement	1254
protected area	management	community involvement	management: community involvement	1254
environmental education	goals	citizen engagement	goals: citizen engagement	1254
coastal pollution	solutions	community involvement	solutions: community involvement	1254
dumping of waste	prevention	community involvement	prevention: community involvement	1254
national city park	importance	community engagement	importance: community engagement	1254
polluted area	rehabilitation	community involvement	rehabilitation: community involvement	1254
adaptation to climate change	implementation	community engagement	implementation: community engagement	1254
pollution control measures	implementation	individual responsibility	implementation: individual responsibility	1254
eu environmental policy	implementation	stakeholder engagement	implementation: stakeholder engagement	1254
environmental research	application	community engagement	application: community engagement	1254
environmental policy	implementation	community involvement	implementation: community involvement	1254
environmental research	impact	community engagement	impact: community engagement	1254
environmental policy	tools	certification	tools: certification	1255
environmental standard	implementation	certification	implementation: certification	1255
pesticide residue	monitoring	certification	monitoring: certification	1255
environmental standard	certification	seals	certification: seals	1255
environmental standard	enforcement	certification	enforcement: certification	1255
polluter pays principle	implementation	liability	implementation: liability	1255
climate change policy	instruments	certifications	instruments: certifications	1255
environmental standard	types	certification	types: certification	1255
environmental standard	certification	certificates	certification: certificates	1255
environmental standard	certification	marks	certification: marks	1255
environmental standard	levels	best practice	levels: best practice	1255
climate change policy	implementation	public	implementation: public	1256
climate change policy	implementation	private	implementation: private	1256
management of resources	scope	individual	scope: individual	1257
fight against wastage	scope	individual	scope: individual	1257
evaluation of resources	scope	individual	scope: individual	1257
environmental standard	regulation	individual	regulation: individual	1257
environmental policy	implementation	individuals	implementation: individuals	1257
environmental tax	implementation	individual	implementation: individual	1257
environmental standard	implementation	individual	implementation: individual	1257
waste management	players	individual	players: individual	1257
management of resources	environment	individual	environment: individual	1257
percolation water	importance	human consumption	importance: human consumption	1258
water resources	importance	human consumption	importance: human consumption	1258
water protection	importance	human consumption	importance: human consumption	1258
water	importance	human consumption	importance: human consumption	1258
bird	functions	ecological role	functions: ecological role	1258
national city park	significance	urban oasis	significance: urban oasis	1258
baltic sea	use	ecological importance	use: ecological importance	1258
dust	importance	cosmology	importance: cosmology	1258
drinking water	importance	environmental importance	importance: environmental importance	1258
adriatic sea	importance	environmental significance	importance: environmental significance	1258
inshore grounds	importance	ecological	importance: ecological	1258
norwegian sea	importance	ecological	importance: ecological	1258
freshwater	importance	ecological role	importance: ecological role	1258
continental shelf	importance	ecological	importance: ecological	1258
national city park	importance	ecological	importance: ecological	1258
countryside conservation	importance	ecological	importance: ecological	1258
caspian sea	environmental importance	ecological significance	environmental importance: ecological significance	1258
english channel	used for	environmental significance	used for: environmental significance	1258
groundwater	importance	ecological role	importance: ecological role	1258
ozone	importance	ecological role	importance: ecological role	1258
freshwater	importance	human consumption	importance: human consumption	1258
water	importance	ecological	importance: ecological	1258
caspian sea	importance	ecological significance	importance: ecological significance	1258
mineral resources	importance	economic significance	importance: economic significance	1258
red sea	importance	ecological significance	importance: ecological significance	1258
mineral resources	importance	societal reliance	importance: societal reliance	1258
aegean sea	importance	ecological importance	importance: ecological importance	1258
sea-bed	importance	ecological importance	importance: ecological importance	1258
indian ocean	importance	ecological importance	importance: ecological importance	1258
red sea	importance	ecological importance	importance: ecological importance	1258
ionian sea	importance	ecological importance	importance: ecological importance	1258
equatorial zone	importance	ecological significance	importance: ecological significance	1258
underwater mineral resources	importance	economic significance	importance: economic significance	1258
freshwater	importance	economic significance	importance: economic significance	1258
english channel	importance	economic significance	importance: economic significance	1258
english channel	importance	ecological importance	importance: ecological importance	1258
aegean sea	importance	economic significance	importance: economic significance	1258
adriatic sea	importance	economic significance	importance: economic significance	1258
black sea	importance	ecological significance	importance: ecological significance	1258
irish sea	importance	ecological significance	importance: ecological significance	1258
english channel	importance	ecological significance	importance: ecological significance	1258
tyrrhenian sea	importance	ecological significance	importance: ecological significance	1258
english channel	importance	economic importance	importance: economic importance	1258
freshwater	importance	economic importance	importance: economic importance	1258
marine environment	importance	economic importance	importance: economic importance	1258
indian ocean	importance	ecological significance	importance: ecological significance	1258
resources of the sea	importance	energy	importance: energy	1259
indian ocean	importance	energy resources	importance: energy resources	1259
drinking water	importance	daily needs	importance: daily needs	1259
wildlife	importance	medicinal resources	importance: medicinal resources	1259
biodiversity	importance	medicinal resources	importance: medicinal resources	1259
plant resources	importance	energy	importance: energy	1259
pacific ocean	importance	coastal cities	importance: coastal cities	1259
underwater mineral resources	importance	raw materials	importance: raw materials	1259
underwater mineral resources	importance	energy source	importance: energy source	1259
sea-bed	importance	natural resources	importance: natural resources	1259
ecological balance	importance	natural resources	importance: natural resources	1259
wildlife	importance	food sources	importance: food sources	1259
continental shelf	importance	mineral resources	importance: mineral resources	1259
sea-bed	importance	mineral resources	importance: mineral resources	1259
sea-bed	importance	natural resource	importance: natural resource	1259
national park	environmental significance	ecosystem protection	environmental significance: ecosystem protection	1260
drinking water	importance	ecosystem	importance: ecosystem	1260
marine life	importance	ecosystem	importance: ecosystem	1260
water	importance	ecosystem	importance: ecosystem	1260
ozone	importance	ecosystem protection	importance: ecosystem protection	1260
freshwater	importance	environmental support	importance: environmental support	1260
freshwater	importance	wildlife	importance: wildlife	1260
sea-bed	importance	marine ecosystem	importance: marine ecosystem	1260
freshwater	importance	ecological support	importance: ecological support	1260
atlantic ocean	importance	ecosystem	importance: ecosystem	1260
percolation water	importance	wildlife	importance: wildlife	1260
adriatic sea	importance	marine ecosystem	importance: marine ecosystem	1260
pacific ocean	importance	ecosystem	importance: ecosystem	1260
use of water	importance	ecosystem	importance: ecosystem	1260
biotope	importance	habitat preservation	importance: habitat preservation	1260
fight against insects	importance	protecting crops	importance: protecting crops	1260
water	importance	supporting ecosystems	importance: supporting ecosystems	1260
fight against insects	reasons	ecosystem balance	reasons: ecosystem balance	1260
percolation water	importance	ecosystem	importance: ecosystem	1260
water protection	importance	ecosystem support	importance: ecosystem support	1260
protection of plant life	importance	ecosystem support	importance: ecosystem support	1260
groundwater	importance	ecosystem support	importance: ecosystem support	1260
plant life	importance	ecosystem support	importance: ecosystem support	1260
ecological balance	importance	healthy ecosystems	importance: healthy ecosystems	1260
ozone	importance	atmospheric protection	importance: atmospheric protection	1260
ecological balance	importance	planetary health	importance: planetary health	1260
water	importance	environment	importance: environment	1260
water resources	importance	ecosystem support	importance: ecosystem support	1260
biological standard	importance	public health	importance: public health	1261
decontamination	importance	public health	importance: public health	1261
water protection	importance	public health	importance: public health	1261
environmental protection	importance	public health	importance: public health	1261
water management	importance	public health	importance: public health	1261
fight against insects	importance	public health	importance: public health	1261
risk prevention	importance	public health	importance: public health	1261
noise protection	importance	public health	importance: public health	1261
environmental monitoring	purposes	public health	purposes: public health	1261
noise level	importance	health	importance: health	1261
plant resources	importance	health	importance: health	1261
environmental protection	importance	health	importance: health	1261
noise protection	importance	health	importance: health	1261
use of water	importance	health	importance: health	1261
freshwater	importance	health	importance: health	1261
water	importance	health	importance: health	1261
drinking water	importance	health	importance: health	1261
protection of plant life	importance	medicine	importance: medicine	1261
ecological balance	importance	health	importance: health	1261
wildlife	importance	medicine	importance: medicine	1261
resources of the sea	importance	human health	importance: human health	1261
biodiversity	importance	medicine	importance: medicine	1261
biological standard	importance	health outcomes	importance: health outcomes	1261
sensitive area	importance	mental health	importance: mental health	1261
marine life	importance	medicine	importance: medicine	1261
decontamination	importance	patient care	importance: patient care	1261
fight against insects	reasons	public health	reasons: public health	1261
biological standard	importance	medical practice	importance: medical practice	1261
ozone	importance	human health	importance: human health	1261
protection of animal life	importance	human health	importance: human health	1261
protection of animals	importance	human health	importance: human health	1261
drinking water	importance	daily life	importance: daily life	1261
pollution control	importance	human health	importance: human health	1261
water protection	importance	human health	importance: human health	1261
fight against insects	importance	human health	importance: human health	1261
water resources	importance	human health	importance: human health	1261
drinking water	importance	human health	importance: human health	1261
resources of the sea	importance	national security	importance: national security	1261
decontamination	importance	national security	importance: national security	1261
plant life	importance	medicine	importance: medicine	1261
littoral	importance	recreation	importance: recreation	1262
aquatic environment	importance	recreation	importance: recreation	1262
biodiversity	importance	recreation	importance: recreation	1262
adriatic sea	importance	recreation	importance: recreation	1262
ocean	importance	recreation	importance: recreation	1262
national park	importance	recreation	importance: recreation	1262
marine environment	importance	recreation	importance: recreation	1262
wildlife	importance	recreation	importance: recreation	1262
water resources	importance	recreation	importance: recreation	1262
protection of plant life	importance	recreation	importance: recreation	1262
national park	management	recreation	management: recreation	1262
noise level	importance	sleep	importance: sleep	1262
freshwater	importance	recreation	importance: recreation	1262
water protection	importance	recreation	importance: recreation	1262
mountain	human significance	recreation	human significance: recreation	1262
mountain	cultural significance	recreation	cultural significance: recreation	1262
use of water	importance	recreation	importance: recreation	1262
irish sea	importance	recreational activity	importance: recreational activity	1262
sensitive area	importance	physical	importance: physical	1262
marine environment	impact	recreation	impact: recreation	1262
norwegian sea	importance	recreational activities	importance: recreational activities	1262
adriatic sea	importance	recreational activities	importance: recreational activities	1262
irish sea	importance	recreational activities	importance: recreational activities	1262
wildlife	importance	recreational activities	importance: recreational activities	1262
sea	impact on humans	recreation	impact on humans: recreation	1262
nature reserve	benefits	recreation	benefits: recreation	1262
protected area	benefits	recreation	benefits: recreation	1262
animal resources	benefits	recreation	benefits: recreation	1262
red sea	importance	recreational activities	importance: recreational activities	1262
conservation of resources	importance	economic stability	importance: economic stability	1263
environmental protection	importance	economic stability	importance: economic stability	1263
water protection	importance	economic stability	importance: economic stability	1263
ecological balance	importance	economic stability	importance: economic stability	1263
risk prevention	importance	economic stability	importance: economic stability	1263
prevention of pollution	importance	sustaining economic growth	importance: sustaining economic growth	1263
ecological balance	importance	social stability	importance: social stability	1263
conservation of resources	importance	maintaining economic stability	importance: maintaining economic stability	1263
mineral resources	importance	social	importance: social	1264
sensitive area	importance	social	importance: social	1264
resources of the sea	importance	social	importance: social	1264
national city park	importance	social	importance: social	1264
countryside conservation	importance	social	importance: social	1264
sensitive area	importance	emotional	importance: emotional	1264
continental shelf	importance	scientific	importance: scientific	1264
norwegian sea	importance	scientific	importance: scientific	1264
resources of the sea	importance	scientific	importance: scientific	1264
conservation of resources	importance	global	importance: global	1264
conservation of resources	importance	local	importance: local	1264
sensitive area	importance	psychological	importance: psychological	1264
natural resources	importance	social	importance: social	1264
mineral resources	importance	technological	importance: technological	1264
drinking water	importance	economic	importance: economic	1264
mineral resources	importance	industrial	importance: industrial	1264
conservation of resources	importance	short-term	importance: short-term	1264
countryside conservation	importance	aesthetic	importance: aesthetic	1264
inshore grounds	importance	economic	importance: economic	1264
natural resources	importance	economic	importance: economic	1264
water	importance	economic	importance: economic	1264
fight against insects	importance	social impact	importance: social impact	1264
mineral resources	importance	economic	importance: economic	1264
continental shelf	importance	economic	importance: economic	1264
national city park	importance	economic	importance: economic	1264
countryside conservation	importance	economic	importance: economic	1264
norwegian sea	importance	commercial	importance: commercial	1264
resources of the sea	importance	economic	importance: economic	1264
freshwater	importance	industry	importance: industry	1265
indian ocean	economic importance	trade	economic importance: trade	1265
mineral resources	economic importance	trade	economic importance: trade	1265
exploitation of the sea-bed	economic importance	trade	economic importance: trade	1265
aegean sea	economic importance	trade	economic importance: trade	1265
ligurian sea	economic importance	trade	economic importance: trade	1265
mediterranean sea	economic importance	trade	economic importance: trade	1265
use of water	importance	industry	importance: industry	1265
black sea	economic importance	trade	economic importance: trade	1265
natural resources	importance	industry	importance: industry	1265
water	importance	industry	importance: industry	1265
indian ocean	importance	global trade	importance: global trade	1265
atlantic ocean	importance	global trade	importance: global trade	1265
pacific ocean	importance	global trade	importance: global trade	1265
biodiversity	importance	evolution	importance: evolution	1265
aegean sea	economy	trade	economy: trade	1265
water resources	importance	industry	importance: industry	1265
baltic sea	economic importance	trade	economic importance: trade	1265
ocean	importance	transportation	importance: transportation	1265
sea	impact	trade	impact: trade	1265
tradeable emission permit	trade	banking	trade: banking	1265
groundwater	importance	agriculture	importance: agriculture	1265
freshwater	importance	agriculture	importance: agriculture	1265
use of water	importance	agriculture	importance: agriculture	1265
water	importance	agriculture	importance: agriculture	1265
percolation water	importance	agriculture	importance: agriculture	1265
water resources	importance	agriculture	importance: agriculture	1265
resources of the sea	economic importance	trade	economic importance: trade	1265
sea	impact on humans	trade	impact on humans: trade	1265
aegean sea	importance	trade	importance: trade	1265
red sea	importance	trade	importance: trade	1265
pacific ocean	importance	commerce	importance: commerce	1265
water	importance	life	importance: life	1265
environmental protection	importance	economy	importance: economy	1265
underwater mineral resources	importance	economy	importance: economy	1265
english channel	importance	warfare	importance: warfare	1265
environmental indicator	importance	identifying trends	importance: identifying trends	1266
environmental indicator	importance	tracking progress	importance: tracking progress	1266
environmental indicator	importance	predicting outcomes	importance: predicting outcomes	1266
environmental indicator	importance	predicting trends	importance: predicting trends	1266
biological standard	importance	precision	importance: precision	1267
noise protection	importance	productivity	importance: productivity	1267
biological standard	importance	reliability	importance: reliability	1267
risk prevention	importance	reliability	importance: reliability	1267
risk prevention	importance	security	importance: security	1267
noise level	importance	concentration	importance: concentration	1267
biological standard	importance	validity	importance: validity	1267
risk prevention	importance	efficiency	importance: efficiency	1267
biological standard	importance	accuracy	importance: accuracy	1267
noise protection	importance	comfort	importance: comfort	1267
biological standard	importance	comparability	importance: comparability	1267
ecological balance	importance	stability	importance: stability	1267
environmental protection	impact	future generations	impact: future generations	1268
environmental liability	responsibility	future generations	responsibility: future generations	1268
protection of animal life	importance	moral obligation	importance: moral obligation	1268
environmental protection	importance	future generations	importance: future generations	1268
exploitation of the seas	victims	future generations	victims: future generations	1268
water protection	importance	essential for life	importance: essential for life	1269
biosphere	importance	supporting life	importance: supporting life	1269
biosphere	importance	support for life	importance: support for life	1269
ecological balance	importance	sustaining life	importance: sustaining life	1269
atmosphere	importance	supports human life	importance: supports human life	1269
biosphere	importance	providing resources	importance: providing resources	1269
water	importance	sustaining life	importance: sustaining life	1269
atmosphere	functions	supporting life	functions: supporting life	1269
biosphere	functions	supporting life	functions: supporting life	1269
water	impact	supporting life	impact: supporting life	1269
ocean	impact	supporting life	impact: supporting life	1269
biosphere	impact	supporting life	impact: supporting life	1269
atmosphere	functions	supports life	functions: supports life	1269
sensitive area	importance	physical and emotional well-being	importance: physical and emotional well-being	1270
protection of animal life	importance	human well-being	importance: human well-being	1270
natural resources	importance	human well-being	importance: human well-being	1270
conservation of resources	importance	human well-being	importance: human well-being	1270
ecological balance	importance	human well-being	importance: human well-being	1270
sensitive area	importance	personal autonomy	importance: personal autonomy	1270
conservation of resources	importance	ensuring human well-being	importance: ensuring human well-being	1270
sensitive area	importance	emotional well-being	importance: emotional well-being	1270
biosphere	impact	human well-being	impact: human well-being	1270
adaptation to climate change	impact	human well-being	impact: human well-being	1270
ecological balance	impact	human well-being	impact: human well-being	1270
physical environment	influence on humans	well-being	influence on humans: well-being	1270
drinking water	importance	well-being	importance: well-being	1270
conservation of resources	importance	social well-being	importance: social well-being	1270
noise protection	importance	worker safety	importance: worker safety	1271
decontamination	importance	safety	importance: safety	1271
decontamination	importance	industrial safety	importance: industrial safety	1271
noise protection	importance	health and safety	importance: health and safety	1271
risk prevention	importance	safety	importance: safety	1271
decontamination	importance	patient safety	importance: patient safety	1271
biotope	importance	species conservation	importance: species conservation	1272
natural resources	importance	environmental	importance: environmental	1272
resources of the sea	importance	environmental	importance: environmental	1272
drinking water	importance	environmental	importance: environmental	1272
mineral resources	importance	environmental	importance: environmental	1272
energy resources	importance	environmental sustainability	importance: environmental sustainability	1272
risk prevention	importance	environmental sustainability	importance: environmental sustainability	1272
pollution control	importance	environmental sustainability	importance: environmental sustainability	1272
drinking water	importance	environmental sustainability	importance: environmental sustainability	1272
red sea	importance	environmental concerns	importance: environmental concerns	1272
adriatic sea	importance	environmental concerns	importance: environmental concerns	1272
black sea	importance	environmental concerns	importance: environmental concerns	1272
noise protection	importance	environmental conservation	importance: environmental conservation	1272
water resources	importance	environmental health	importance: environmental health	1272
resources of the sea	importance	environmental protection	importance: environmental protection	1272
antarctica	environmental significance	wildlife conservation	environmental significance: wildlife conservation	1272
water management	importance	environmental protection	importance: environmental protection	1272
freshwater	importance	environmental health	importance: environmental health	1272
water protection	importance	environmental protection	importance: environmental protection	1272
conservation of resources	importance	environmental protection	importance: environmental protection	1272
decontamination	importance	environmental protection	importance: environmental protection	1272
groundwater	importance	environmental protection	importance: environmental protection	1272
national city park	significance	environmental conservation	significance: environmental conservation	1272
biotope	importance	conservation	importance: conservation	1272
water protection	importance	conservation	importance: conservation	1272
national park	importance	conservation	importance: conservation	1272
ecological balance	importance	preventing pollution	importance: preventing pollution	1272
dust	importance	environmental monitoring	importance: environmental monitoring	1272
sensitive area	importance	cultural significance	importance: cultural significance	1273
aegean sea	ancient significance	cultural heritage	ancient significance: cultural heritage	1273
sensitive area	cultural significance	emotional	cultural significance: emotional	1273
protected area	characteristics	cultural significance	characteristics: cultural significance	1273
protection of animal life	importance	cultural heritage	importance: cultural heritage	1273
mountain	human significance	spiritual significance	human significance: spiritual significance	1273
aegean sea	importance	cultural heritage	importance: cultural heritage	1273
mediterranean sea	importance	cultural heritage	importance: cultural heritage	1273
sensitive area	protection	cultural values	protection: cultural values	1273
sensitive area	cultural significance	respect	cultural significance: respect	1273
indian ocean	importance	cultural significance	importance: cultural significance	1273
national park	importance	cultural significance	importance: cultural significance	1273
national city park	significance	cultural heritage	significance: cultural heritage	1273
aegean sea	importance	cultural significance	importance: cultural significance	1273
sensitive area	cultural significance	sensitivity	cultural significance: sensitivity	1273
national city park	importance	cultural preservation	importance: cultural preservation	1273
natural resources	importance	cultural	importance: cultural	1273
inshore grounds	importance	cultural	importance: cultural	1273
national city park	importance	cultural	importance: cultural	1273
resources of the sea	importance	cultural	importance: cultural	1273
countryside conservation	importance	cultural	importance: cultural	1273
aegean sea	importance	cultural exchange	importance: cultural exchange	1273
temperate zone	inhabitants	cultural diversity	inhabitants: cultural diversity	1273
mediterranean sea	cultural significance	cultural exchange	cultural significance: cultural exchange	1273
risk prevention	areas	reputation	areas: reputation	1274
risk prevention	importance	maintaining reputation	importance: maintaining reputation	1274
radioactive waste	concerns	public perception	concerns: public perception	1274
risk prevention	importance	ensuring continuity	importance: ensuring continuity	1274
risk prevention	importance	protecting assets	importance: protecting assets	1274
risk prevention	benefits	reputation preservation	benefits: reputation preservation	1274
risk prevention	importance	preserving reputation	importance: preserving reputation	1274
electromagnetic interference	importance	critical in many industries	importance: critical in many industries	1274
sensitive area	function	intimacy	function: intimacy	1275
sensitive area	importance	intimacy and connection	importance: intimacy and connection	1275
sensitive area	importance	intimacy	importance: intimacy	1275
biological standard	importance	diagnosis	importance: diagnosis	1276
biological standard	importance	treatment	importance: treatment	1276
biological standard	importance	medical diagnosis	importance: medical diagnosis	1276
sensitive area	importance	self-esteem	importance: self-esteem	1277
sensitive area	importance	dignity	importance: dignity	1277
protection of animals	importance	compassion	importance: compassion	1277
sensitive area	importance	autonomy	importance: autonomy	1277
sensitive area	importance	self-respect	importance: self-respect	1277
sensitive area	importance	self-worth	importance: self-worth	1277
national park	importance	scientific research	importance: scientific research	1278
sea-bed	importance	scientific research	importance: scientific research	1278
biodiversity	importance	medicinal discovery	importance: medicinal discovery	1278
protection of animal life	importance	scientific discovery	importance: scientific discovery	1278
global warming	science	scientific consensus	science: scientific consensus	1278
mountain	human significance	scientific research	human significance: scientific research	1278
dust	importance	medical research	importance: medical research	1278
protection of plant life	importance	medicine development	importance: medicine development	1278
decontamination	importance	space exploration	importance: space exploration	1278
animal resources	benefits	research	benefits: research	1278
antarctica	environmental impact	scientific research	environmental impact: scientific research	1278
earthquake	prediction	scientific research	prediction: scientific research	1278
biological standard	importance	scientific research	importance: scientific research	1278
