concept	facet	property	facet_property	cluster_label
climate	measurement	wind speed	measurement: wind speed	898
mechanical vibration	units	m/s	units: m/s	898
mechanical vibration	measured by	acceleration	measured by: acceleration	898
mechanical vibration	measures	velocity	measures: velocity	898
mechanical vibration	measures	acceleration	measures: acceleration	898
biodegradability	measures	rate	measures: rate	898
environmental monitoring	applications	public awareness	applications: public awareness	899
deposit on a polluting product	benefit	public awareness	benefit: public awareness	899
pollution control	control measures	public awareness	control measures: public awareness	899
environmental law	influencing factors	public opinion	influencing factors: public opinion	899
pollution control	efforts	public awareness	efforts: public awareness	899
pollution of waterways	solutions	public awareness	solutions: public awareness	899
water protection	solutions	public awareness	solutions: public awareness	899
coastal pollution	solutions	public awareness	solutions: public awareness	899
local pollution	solutions	public awareness	solutions: public awareness	899
fight against insects	solutions	public awareness	solutions: public awareness	899
pollution control measures	mechanisms	public awareness campaigns	mechanisms: public awareness campaigns	899
man-made disaster	response	public awareness	response: public awareness	899
eu environmental policy	instruments	public awareness	instruments: public awareness	899
local pollution	measures	public awareness	measures: public awareness	899
polluted area	measures	community awareness	measures: community awareness	899
environmental economics	influences	public awareness	influences: public awareness	899
pollution control measures	implementation	public awareness	implementation: public awareness	899
climate change policy	implementation	public awareness	implementation: public awareness	899
environmental policy	implementation	public awareness	implementation: public awareness	899
adaptation to climate change	drivers	public awareness	drivers: public awareness	899
environmental indicator	purpose	public awareness	purpose: public awareness	899
cost of pollution	policy	public awareness	policy: public awareness	899
environmental research	impact	public awareness	impact: public awareness	899
volcanic eruption	response	quarantine	response: quarantine	900
accidental pollution	response actions	containment	response actions: containment	900
radioactive pollution	measures	containment	measures: containment	900
radioactive pollution	measures to control	radiation monitoring	measures to control: radiation monitoring	900
hospital waste	management	containment	management: containment	900
radioactive pollution	measures to control	decontamination	measures to control: decontamination	900
electromagnetic interference	measures to prevent	signal isolation	measures to prevent: signal isolation	900
industrial hazard	mitigation	containment measures	mitigation: containment measures	900
radioactive pollution	measures to control	containment	measures to control: containment	900
radioactive pollution	measures to prevent	containment	measures to prevent: containment	900
electromagnetic interference	measures to prevent	filtering	measures to prevent: filtering	900
radioactive pollution	prevention	containment	prevention: containment	900
radioactive waste	handling requirements	containment	handling requirements: containment	900
accidental pollution	response	containment	response: containment	900
man-made disaster	response	containment	response: containment	900
industrial hazard	response	containment	response: containment	900
oil pollution	response	containment	response: containment	900
thermal discharge	response	containment	response: containment	900
radioactive effluent	handling procedures	containment measures	handling procedures: containment measures	900
fire protection	actions	containment	actions: containment	900
radioactive pollution	measures to prevent	disposal	measures to prevent: disposal	900
climate change policy	measures	subsidies	measures: subsidies	901
environmental policy	components	subsidies	components: subsidies	901
environmental economics	economic instruments	subsidies	economic instruments: subsidies	901
climate change policy	implementation	subsidies	implementation: subsidies	901
eu environmental policy	instruments	subsidies	instruments: subsidies	901
climate change policy	mechanism	subsidies	mechanism: subsidies	901
atmosphere	functions	protects from harmful radiation	functions: protects from harmful radiation	902
ozone	functions	absorbs uv radiation	functions: absorbs uv radiation	902
non-ionising radiation	type	infrared	type: infrared	902
atmosphere	functions	absorbs radiation	functions: absorbs radiation	902
greenhouse effect	mechanism	trapping infrared radiation	mechanism: trapping infrared radiation	902
ozone	function	absorbs uv radiation	function: absorbs uv radiation	902
greenhouse gas	mechanism	absorbing infrared radiation	mechanism: absorbing infrared radiation	902
greenhouse effect	process	infrared radiation	process: infrared radiation	902
non-ionising radiation	source	laser	source: laser	902
atmosphere	functions	absorbs and scatters light	functions: absorbs and scatters light	902
greenhouse effect	process	absorption of infrared radiation	process: absorption of infrared radiation	902
non-ionising radiation	sources	infrared heaters	sources: infrared heaters	902
non-ionising radiation	sources	infrared lamps	sources: infrared lamps	902
greenhouse effect	mechanism	infrared radiation	mechanism: infrared radiation	902
emission trading	mechanism	grandfathering	mechanism: grandfathering	903
emission trading	mechanisms	grandfathering	mechanisms: grandfathering	903
carcinogenic substance	mechanism	induces cell mutation	mechanism: induces cell mutation	904
carcinogenic substance	effects	induces genetic mutations	effects: induces genetic mutations	904
carcinogenic substance	mechanism	causes dna damage	mechanism: causes dna damage	904
carcinogenic substance	cancer causing mechanisms	genotoxic	cancer causing mechanisms: genotoxic	904
carcinogenic substance	effects	mutates dna	effects: mutates dna	904
carcinogenic substance	cancer causing mechanisms	epigenetic	cancer causing mechanisms: epigenetic	904
carcinogenic substance	mechanism	induces genetic mutations	mechanism: induces genetic mutations	904
carcinogenic substance	cancer causing mechanisms	hormone disruption	cancer causing mechanisms: hormone disruption	904
carcinogenic substance	mechanism	interferes with cell division	mechanism: interferes with cell division	904
carcinogenic substance	mechanism	mutagenic	mechanism: mutagenic	904
carcinogenic substance	mechanism	interferes with cell signaling	mechanism: interferes with cell signaling	904
environmental standard	certification process	testing	certification process: testing	905
clean development mechanism	implementation	certification	implementation: certification	905
risk prevention	principles	identification	principles: identification	905
environmental standard	certification process	approval	certification process: approval	905
environmental standard	certification	marks	certification: marks	905
environmental standard	certification process	evaluation	certification process: evaluation	905
clean development mechanism	mechanism	certification	mechanism: certification	905
environmental standard	certification	labels	certification: labels	905
clean development mechanism	features	certification	features: certification	905
emission trading	mechanisms	auctioning	mechanisms: auctioning	906
eu emissions trading scheme	allocation	auctioning	allocation: auctioning	906
eu emission allowance	allocation	auctioning	allocation: auctioning	906
eu emission allowance	issuance	auctioning	issuance: auctioning	906
emission trading	mechanisms	auctions	mechanisms: auctions	906
eu emission allowance	allocation method	auctioning	allocation method: auctioning	906
eu emissions trading scheme	allocation method	auctioning	allocation method: auctioning	906
emission trading	mechanism	auctioning permits	mechanism: auctioning permits	906
stagnant water	associated with	disease	associated with: disease	907
animal resources	challenges	disease spread	challenges: disease spread	907
agricultural disaster	cause	disease transmission	cause: disease transmission	907
stagnant water	associated issues	mosquito-borne diseases	associated issues: mosquito-borne diseases	907
destruction of crops	method of destruction	disease	method of destruction: disease	907
defoliation	cause	diseases	cause: diseases	907
destruction of crops	cause	diseases	cause: diseases	907
environmental quality	health impact	vector-borne diseases	health impact: vector-borne diseases	907
stagnant water	consequences	waterborne disease	consequences: waterborne disease	907
humid zone	influence on human	malaria	influence on human: malaria	907
defoliation	causes	diseases	causes: diseases	907
sensitive area	medical importance	infection	medical importance: infection	907
sensitive area	medical importance	inflammation	medical importance: inflammation	907
food contamination	consequences	infection	consequences: infection	907
food contamination	type of contamination	viral	type of contamination: viral	907
defoliation	definition	plant disease	definition: plant disease	907
hospital waste	concerns	infectious disease transmission	concerns: infectious disease transmission	907
agricultural disaster	cause	disease	cause: disease	907
destruction of crops	cause	disease	cause: disease	907
agricultural disaster	type	disease outbreak	type: disease outbreak	907
exploitation of the sea-bed	method	deep-sea drilling	method: deep-sea drilling	908
underwater mineral resources	extraction methods	deep-sea mining	extraction methods: deep-sea mining	908
exploitation of the sea-bed	method	deep-sea mining	method: deep-sea mining	908
exploitation of the sea-bed	method	deep sea mining	method: deep sea mining	908
underwater mineral resources	recovery methods	deep-sea mining	recovery methods: deep-sea mining	908
exploitation of the sea-bed	method	seafloor mining	method: seafloor mining	908
underwater mineral resources	extraction methods	submersibles	extraction methods: submersibles	908
exploitation of the sea-bed	methods	deep-sea drilling	methods: deep-sea drilling	908
underwater mineral resources	extraction method	submersibles	extraction method: submersibles	908
exploitation of the sea-bed	method	longlining	method: longlining	908
underwater mineral resources	extraction method	deep-sea mining	extraction method: deep-sea mining	908
coastal protection	methods	reef restoration	methods: reef restoration	908
fight against insects	method	natural repellent	method: natural repellent	909
fight against insects	method	chemical repellent	method: chemical repellent	909
fight against insects	method	natural repellents	method: natural repellents	909
fight against insects	tool	insect growth regulator	tool: insect growth regulator	909
fight against insects	methods	repellents	methods: repellents	909
destruction of crops	solution	pest control	solution: pest control	909
inflammable product	type	turpentine	type: turpentine	909
inflammable product	uses	cleaning agent	uses: cleaning agent	909
stagnant water	cause	obstruction	cause: obstruction	910
fight against insects	method	physical barriers	method: physical barriers	910
coastal protection	human-made barriers	pumps	human-made barriers: pumps	910
english channel	use	borders	use: borders	910
english channel	use	natural barrier	use: natural barrier	910
fight against insects	methods	physical barriers	methods: physical barriers	910
hospital waste	disposal methods	incineration	disposal methods: incineration	911
industrial waste	disposal methods	incineration	disposal methods: incineration	911
waste recycling	technologies	incineration	technologies: incineration	911
waste recycling	techniques	incineration	techniques: incineration	911
waste incineration	technology	mass burning	technology: mass burning	911
hospital waste	disposal	incineration	disposal: incineration	911
industrial waste	disposal	incineration	disposal: incineration	911
metal waste	disposal	incineration	disposal: incineration	911
domestic waste	disposal	incineration	disposal: incineration	911
agricultural waste	disposal	incineration	disposal: incineration	911
industrial waste	disposal method	incineration	disposal method: incineration	911
chemical waste	disposal method	incineration	disposal method: incineration	911
sewage sludge	treatment methods	incineration	treatment methods: incineration	911
hazardous waste	disposal method	incineration	disposal method: incineration	911
non-recoverable waste	disposal method	incineration	disposal method: incineration	911
metal waste	disposal method	incineration	disposal method: incineration	911
electronic waste	disposal method	incineration	disposal method: incineration	911
sewage sludge	treatment process	incineration	treatment process: incineration	911
nuisance	remedies	exterminate	remedies: exterminate	911
export of waste	method	incineration	method: incineration	911
waste disposal	method	incineration	method: incineration	911
chemical waste	disposal methods	incineration	disposal methods: incineration	911
fight against insects	method	eradicating	method: eradicating	911
waste disposal	process	incineration	process: incineration	911
fight against insects	method	exterminator	method: exterminator	911
waste	disposal method	incineration	disposal method: incineration	911
hazardous waste	disposal methods	incineration	disposal methods: incineration	911
hospital waste	disposal method	incineration	disposal method: incineration	911
electronic waste	disposal methods	incineration	disposal methods: incineration	911
waste	disposal methods	incineration	disposal methods: incineration	911
non-recoverable waste	origin	incinerators	origin: incinerators	911
storage of waste	process	incinerating	process: incinerating	911
non-recoverable waste	management	incineration	management: incineration	911
hospital waste	management	incineration	management: incineration	911
waste	management	incineration	management: incineration	911
destruction of crops	method of destruction	insect infestation	method of destruction: insect infestation	911
destruction of crops	method of destruction	machine	method of destruction: machine	911
waste recycling	methods	incineration	methods: incineration	911
waste disposal	methods	incineration	methods: incineration	911
waste management	methods	incineration	methods: incineration	911
dumping of waste	methods	incineration	methods: incineration	911
sewage sludge	treatment	incineration	treatment: incineration	911
waste disposal	type	incineration	type: incineration	911
storage of waste	type	incinerator	type: incinerator	911
metal waste	disposal methods	incineration	disposal methods: incineration	911
waste disposal	methods	incinerators	methods: incinerators	911
hospital waste	disposal	requires incineration	disposal: requires incineration	911
hazardous waste	disposal method	regulated incineration	disposal method: regulated incineration	911
hospital waste	handling requirements	incineration	handling requirements: incineration	911
waste management	types	incineration	types: incineration	911
export of waste	destination	incinerator	destination: incinerator	911
metal waste	destination	incinerator	destination: incinerator	911
non-recoverable waste	disposal methods	incineration	disposal methods: incineration	911
sewage sludge	disposal methods	incineration	disposal methods: incineration	911
waste incineration	technology	mass burn	technology: mass burn	911
fight against insects	tool	traps	tool: traps	912
fight against insects	method	trap	method: trap	912
fight against insects	method	using traps	method: using traps	912
fight against insects	method	trapping	method: trapping	912
fight against insects	tools	traps	tools: traps	912
fight against insects	methods	traps	methods: traps	912
fight against insects	tool	trap	tool: trap	912
fight against insects	method	traps	method: traps	912
pollution control	control methods	filtering	control methods: filtering	913
use of water	method	filtering	method: filtering	913
percolation water	process	filtered	process: filtered	913
pollution control	technologies	filtering	technologies: filtering	913
electromagnetic interference	solution	filtering	solution: filtering	913
electromagnetic interference	solutions	filtering	solutions: filtering	913
pollutant	removal methods	filtering	removal methods: filtering	913
combustion gases	removal	filtering	removal: filtering	913
atmospheric pollutant	removal method	filtering	removal method: filtering	913
marine life	characteristics	filter feeding	characteristics: filter feeding	913
radioactive pollution	prevention	filtering	prevention: filtering	913
electromagnetic interference	prevention	filtering	prevention: filtering	913
dust	function	filtering	function: filtering	913
pollution control measures	techniques	filtering	techniques: filtering	913
pollution control	technique	filtering	technique: filtering	913
combustion gases	removal methods	filters	removal methods: filters	913
atmospheric pollutant	removal methods	filters	removal methods: filters	913
electromagnetic interference	measures	filtering	measures: filtering	913
pollution control measures	methods	using filters	methods: using filters	913
use of water	method	manual	method: manual	914
evaluation of resources	methodology	mixed	methodology: mixed	914
biological standard	types	physical	types: physical	914
destruction of crops	method	biological	method: biological	914
decontamination	method	biological	method: biological	914
coastal protection	types	natural methods	types: natural methods	914
noise protection	methods	active	methods: active	914
decontamination	method	physical	method: physical	914
exploitation of the sea-bed	methods	cable laying	methods: cable laying	915
exploitation of the sea-bed	method	cable laying	method: cable laying	915
water management	techniques	water recycling	techniques: water recycling	916
water protection	technologies	desalination	technologies: desalination	916
water management	technologies	desalination	technologies: desalination	916
water resources	management	water recycling	management: water recycling	916
water management	types	recycled water	types: recycled water	916
sewage system	function	water recycling	function: water recycling	916
water management	technologies	water recycling	technologies: water recycling	916
waste disposal	methods	using waste-to-energy plants	methods: using waste-to-energy plants	916
water management	methods	water recycling	methods: water recycling	916
water protection	methods	water recycling	methods: water recycling	916
water management	method	water recycling	method: water recycling	916
percolation water	collection method	gravity flow	collection method: gravity flow	916
waste incineration	energy conversion	waste-to-energy	energy conversion: waste-to-energy	916
replacement of resources	example	using recycled water	example: using recycled water	916
pollution control measures	methods	separating waste	methods: separating waste	916
use of water	conservation	water recycling	conservation: water recycling	916
radioactive waste	origin	nuclear medicine	origin: nuclear medicine	917
radioactive pollution	source	radiation therapy	source: radiation therapy	917
decontamination	methods	radiation treatment	methods: radiation treatment	917
waste incineration	technology	plasma gasification	technology: plasma gasification	917
decontamination	method	radiation treatment	method: radiation treatment	917
exploitation of resources	types	oil drilling	types: oil drilling	918
resources of the sea	harvesting method	offshore drilling	harvesting method: offshore drilling	918
exploitation of the sea-bed	type	oil drilling	type: oil drilling	918
exploitation of the seas	type	oil drilling	type: oil drilling	918
exploitation of resources	examples	oil drilling	examples: oil drilling	918
exploitation of the seas	type of exploitation	oil drilling	type of exploitation: oil drilling	918
underwater mineral resources	extraction method	offshore drilling	extraction method: offshore drilling	918
resources of the sea	extraction method	offshore drilling	extraction method: offshore drilling	918
exploitation of the sea-bed	type of exploitation	oil drilling	type of exploitation: oil drilling	918
continental shelf	used for	offshore drilling	used for: offshore drilling	918
exploitation of the sea-bed	method	offshore drilling	method: offshore drilling	918
corrosion	type	mechanical	type: mechanical	919
noise	origin	machine	origin: machine	919
used oil	origin	machine	origin: machine	919
destruction of crops	method	mechanical	method: mechanical	919
mechanical vibration	used in	machine	used in: machine	919
noise	cause	machine	cause: machine	919
area management	tools	labels	tools: labels	919
industrial hazard	type	mechanical	type: mechanical	919
noise level	source	machine	source: machine	919
anti-pollution device	technology	mechanical	technology: mechanical	919
use of water	method	machine	method: machine	919
replacement of resources	type	equipment	type: equipment	919
industrial hazard	source	machine	source: machine	919
used oil	source	machine	source: machine	919
noise	source	machine	source: machine	919
decontamination	required equipment	specialized machines	required equipment: specialized machines	919
mineral resources	extraction methods	mining	extraction methods: mining	920
resources of the sea	extraction methods	mining	extraction methods: mining	920
metal pollution	sources	mining	sources: mining	920
exploitation of resources	method	mining	method: mining	920
mineral resources	extraction method	quarrying	extraction method: quarrying	920
underwater mineral resources	extraction method	subsea extraction	extraction method: subsea extraction	920
underwater mineral resources	extraction method	placer mining	extraction method: placer mining	920
exploitation of resources	methods	mining	methods: mining	920
resources of the sea	extraction method	mining	extraction method: mining	920
mineral resources	extraction methods	open-pit mining	extraction methods: open-pit mining	920
mineral resources	extraction method	mining	extraction method: mining	920
exploitation of the sea-bed	methods	mining	methods: mining	920
seismic monitoring	applications	mining	applications: mining	920
underwater mineral resources	extraction method	mining	extraction method: mining	920
exploitation of the sea-bed	method of extraction	mining	method of extraction: mining	920
continental shelf	used for	mining resources	used for: mining resources	920
mountain	used for	mining	used for: mining	920
plain	used for	mining	used for: mining	920
exploitation of resources	method of extraction	mining	method of extraction: mining	920
industrial waste	origin	mining	origin: mining	920
radioactive waste	disposal	deep geological disposal	disposal: deep geological disposal	920
resources of the sea	extraction methods	dredging	extraction methods: dredging	920
seismic monitoring	method	ground-based	method: ground-based	920
underwater mineral resources	extraction method	remote operated vehicles	extraction method: remote operated vehicles	920
defoliation	prevention	healthy plant care	prevention: healthy plant care	921
organic pollution	prevention strategies	sustainable agriculture	prevention strategies: sustainable agriculture	921
erosion	prevention	terracing	prevention: terracing	921
destruction of crops	prevention	crop rotation	prevention: crop rotation	921
pesticide residue	causes	crop protection	causes: crop protection	921
destruction of crops	methods of prevention	crop rotation	methods of prevention: crop rotation	921
acid rain	measures	planting acid-resistant plants	measures: planting acid-resistant plants	921
destruction of crops	method of prevention	crop rotation	method of prevention: crop rotation	921
fight against insects	purpose	protecting crops	purpose: protecting crops	921
defoliation	methods of control	pruning	methods of control: pruning	921
fight against insects	purpose	protect crops	purpose: protect crops	921
acid rain	prevention	planting acid-resistant plants	prevention: planting acid-resistant plants	921
fight against insects	purposes	protecting crops	purposes: protecting crops	921
destruction of crops	solution	crop rotation	solution: crop rotation	921
environmental monitoring	methods	satellite imaging	methods: satellite imaging	922
environmental research	methods_used	field observations	methods_used: field observations	922
climate	measurement	satellites	measurement: satellites	922
environmental monitoring	methods	ground-based measurements	methods: ground-based measurements	922
environmental research	methods	field observations	methods: field observations	922
environmental research	methods of data collection	remote sensing	methods of data collection: remote sensing	922
environmental research	tools and techniques	remote sensing	tools and techniques: remote sensing	922
environmental research	methods	observation	methods: observation	922
seismic monitoring	techniques	geophones	techniques: geophones	922
environmental monitoring	methods	ground observations	methods: ground observations	922
environmental research	methods	field observation	methods: field observation	922
environmental indicator	data source	field observation	data source: field observation	922
environmental monitoring	methods	ground-based observations	methods: ground-based observations	922
seismic monitoring	methods	accelerometers	methods: accelerometers	923
environmental monitoring	instruments	seismometers	instruments: seismometers	923
seismic monitoring	equipment	seismograph	equipment: seismograph	923
seismic monitoring	techniques	seismometers	techniques: seismometers	923
natural hazard	prediction	seismographs	prediction: seismographs	923
seismic monitoring	methods	seismometers	methods: seismometers	923
seismic monitoring	methods	gravimeters	methods: gravimeters	923
seismic monitoring	method	seismographs	method: seismographs	923
seismic monitoring	techniques	accelerometers	techniques: accelerometers	923
seismic monitoring	equipment	seismometers	equipment: seismometers	923
seismic monitoring	methods	seismographs	methods: seismographs	923
animal resources	harvesting method	hunting	harvesting method: hunting	924
water resources	management	harvesting	management: harvesting	924
plant resources	utilization	sustainable harvesting	utilization: sustainable harvesting	924
resources of the sea	retrieval method	harvesting	retrieval method: harvesting	924
animal resources	harvesting method	sheep herding	harvesting method: sheep herding	924
countryside conservation	methods	replanting forests	methods: replanting forests	924
water management	methods	harvesting	methods: harvesting	924
plant resources	harvesting method	harvesting	harvesting method: harvesting	924
animal resources	harvesting method	beekeeping	harvesting method: beekeeping	924
animal resources	harvesting method	farming	harvesting method: farming	924
plant resources	harvesting method	planting	harvesting method: planting	924
exploitation of resources	definition	harvesting	definition: harvesting	924
countryside conservation	methods	replanting trees	methods: replanting trees	924
plant resources	harvesting method	agriculture	harvesting method: agriculture	924
environmental education	methods	lectures	methods: lectures	925
environmental education	methods	classroom learning	methods: classroom learning	925
environmental research	outputs	educational materials	outputs: educational materials	925
environmental education	methods	classroom teaching	methods: classroom teaching	925
environmental education	methods	classroom instruction	methods: classroom instruction	925
environmental education	delivery	school curriculum	delivery: school curriculum	925
area management	methods	collaborative problem-solving	methods: collaborative problem-solving	925
carcinogenic substance	detection	analyze tissue samples	detection: analyze tissue samples	926
electromagnetic interference	solutions	emi testing	solutions: emi testing	926
biodegradability	testing methods	compostability tests	testing methods: compostability tests	926
environmental research	methods	laboratory analysis	methods: laboratory analysis	926
carcinogenic substance	detection	test for biomarkers	detection: test for biomarkers	926
biological standard	purpose	validation of scientific results	purpose: validation of scientific results	926
degree of pollution	monitoring methods	chemical analysis	monitoring methods: chemical analysis	926
biodegradability	testing methods	biodegradation tests	testing methods: biodegradation tests	926
toxic substance	detection	testing	detection: testing	926
pesticide residue	testing methods	chemical analysis	testing methods: chemical analysis	926
pesticide residue	testing methods	biological testing	testing methods: biological testing	926
biological standard	purpose	comparison of biological data	purpose: comparison of biological data	926
protection of animal life	issues	animal testing	issues: animal testing	926
pesticide residue	methods of detection	chemical tests	methods of detection: chemical tests	926
environmental research	methods	laboratory testing	methods: laboratory testing	926
environmental research	methods of data collection	laboratory testing	methods of data collection: laboratory testing	926
protection of animals	issues	animal testing	issues: animal testing	926
environmental research	methods_used	experiments	methods_used: experiments	926
mechanical vibration	applications	vibration testing	applications: vibration testing	926
food contamination	testing method	microbiological test	testing method: microbiological test	926
pesticide residue	testing methods	lab testing	testing methods: lab testing	926
pesticide residue	methods of detection	laboratory analysis	methods of detection: laboratory analysis	926
environmental indicator	data source	lab test	data source: lab test	926
food contamination	testing method	chemical analysis	testing method: chemical analysis	926
area management	methods	budgeting	methods: budgeting	927
management of resources	planning	budgeting	planning: budgeting	927
area management	considerations	budget	considerations: budget	927
management of resources	approach	budgeting	approach: budgeting	927
management of resources	methods	budgeting	methods: budgeting	927
cost of pollution	calculations	monetary valuation	calculations: monetary valuation	927
resource management	methods	budgeting	methods: budgeting	927
management of resources	approaches	accounting	approaches: accounting	927
environmental economics	methods	green accounting	methods: green accounting	927
eu environmental policy	instruments	funding	instruments: funding	927
evaluation of resources	purpose	allocate budget	purpose: allocate budget	927
management of resources	approaches	budgeting	approaches: budgeting	927
evaluation of resources	purpose	allocate funds	purpose: allocate funds	927
management of resources	tools	budgeting software	tools: budgeting software	927
evaluation of resources	used for	budgeting	used for: budgeting	927
fight against insects	methods	pesticides	methods: pesticides	928
protection of plant life	challenges	pesticides	challenges: pesticides	928
countryside conservation	challenges	pesticides	challenges: pesticides	928
fight against insects	method	pesticides	method: pesticides	928
destruction of crops	method	pesticide	method: pesticide	928
fight against insects	methods	insecticides	methods: insecticides	928
toxic substance	type	pesticide	type: pesticide	928
defoliation	methods of control	pesticides	methods of control: pesticides	928
dangerous substance	examples	pesticide	examples: pesticide	928
agricultural disaster	cause	pesticides	cause: pesticides	928
toxic substance	sources	pesticides	sources: pesticides	928
water pollutant	sources	pesticides	sources: pesticides	928
chemical waste	examples	pesticides	examples: pesticides	928
organic pollution	types	pesticides	types: pesticides	928
soil pollution	cause	pesticides	cause: pesticides	928
pollution from agricultural sources	cause	pesticides	cause: pesticides	928
chemical pollution	cause	pesticides	cause: pesticides	928
fight against insects	tools	insecticides	tools: insecticides	928
destruction of crops	method of destruction	pesticide	method of destruction: pesticide	928
dangerous substance	sources	pesticides	sources: pesticides	928
agricultural waste	composition	pesticides	composition: pesticides	928
water pollutant	examples	pesticides	examples: pesticides	928
dangerous substance	common sources	pesticides	common sources: pesticides	928
water pollutant	common examples	pesticides	common examples: pesticides	928
chemical pollution	causes	pesticides	causes: pesticides	928
agricultural disaster	causes	pesticides	causes: pesticides	928
pollution from agricultural sources	causes	pesticides	causes: pesticides	928
soil pollution	causes	pesticides	causes: pesticides	928
pollution from land-based sources	causes	pesticides	causes: pesticides	928
destruction of crops	method	insecticide	method: insecticide	928
fight against insects	method	insecticide	method: insecticide	928
chemical pollution	types of pollutants	pesticides	types of pollutants: pesticides	928
fight against insects	method	chemical pesticides	method: chemical pesticides	928
organic pollution	causes	pesticides	causes: pesticides	928
fight against insects	tool	insecticide	tool: insecticide	928
pollution from agricultural sources	source	pesticides	source: pesticides	928
carcinogenic substance	sources	food additives	sources: food additives	928
organic pollution	source	pesticides	source: pesticides	928
marine pollution	source	pesticides	source: pesticides	928
toxic substance	source	pesticides	source: pesticides	928
fight against insects	method	insecticides	method: insecticides	928
agricultural disaster	cause	pesticide	cause: pesticide	928
food contamination	cause	pesticide	cause: pesticide	928
chemical pollution	source	pesticides	source: pesticides	928
biological standard	method of measurement	instrumental analysis	method of measurement: instrumental analysis	929
biological standard	method of measurement	statistical analysis	method of measurement: statistical analysis	929
environmental indicator	measurement method	indirect measurement	measurement method: indirect measurement	929
global warming	measurement	ice core samples	measurement: ice core samples	929
environmental indicator	measurement method	satellite imaging	measurement method: satellite imaging	929
environmental indicator	measurement method	direct measurement	measurement method: direct measurement	929
environmental research	data sources	field measurements	data sources: field measurements	929
degree of pollution	measuring methods	soil sampling	measuring methods: soil sampling	929
biological standard	purpose	measuring changes	purpose: measuring changes	929
biological standard	purpose	measurement	purpose: measurement	929
biodiversity	measurement	indices	measurement: indices	929
noise level	measurement	subjective	measurement: subjective	929
biological standard	purpose	calibration	purpose: calibration	929
environmental standard	measurement	quantifiable	measurement: quantifiable	929
desertification	measurement	nasa's satellite imaging	measurement: nasa's satellite imaging	929
environmental standard	measurement	qualitative	measurement: qualitative	929
environmental indicator	data source	field measurements	data source: field measurements	929
biodiversity	measurement	assessments	measurement: assessments	929
biological standard	method of measurement	laboratory testing	method of measurement: laboratory testing	929
biological standard	methods	measurement	methods: measurement	929
environmental standard	measurement	benchmark	measurement: benchmark	929
environmental statistics	collection method	direct measurement	collection method: direct measurement	929
water protection	methods	water purification	methods: water purification	930
pollution control	techniques	water treatment	techniques: water treatment	930
water management	techniques	water filtration	techniques: water filtration	930
water protection	methods	wastewater treatment	methods: wastewater treatment	930
water management	methods	wastewater treatment	methods: wastewater treatment	930
water pollution	solutions	water treatment	solutions: water treatment	930
ozone	uses	water treatment	uses: water treatment	930
thermal pollution	solutions	water treatment	solutions: water treatment	930
eutrophication	solutions	water treatment	solutions: water treatment	930
pollution from ships	mitigation methods	ballast water treatment	mitigation methods: ballast water treatment	930
decontamination	methods	water	methods: water	930
sewage system	purpose	water treatment	purpose: water treatment	930
exploitation of the sea-bed	methods	pipelining	methods: pipelining	930
pollution of waterways	solutions	water treatment	solutions: water treatment	930
water pollution	prevention	water treatment	prevention: water treatment	930
pollution of waterways	solution	water treatment	solution: water treatment	930
water protection	actions	water treatment	actions: water treatment	930
marine ecosystem	maintenance	water circulation	maintenance: water circulation	930
electromagnetic interference	solutions	using filters	solutions: using filters	930
thermal pollution	measures	water treatment	measures: water treatment	930
water management	technologies	water purification	technologies: water purification	930
water management	methods	water treatment	methods: water treatment	930
pollution control	methods	water treatment	methods: water treatment	930
water protection	methods	water treatment	methods: water treatment	930
decontamination	purpose	purify surface	purpose: purify surface	930
flood	response	water purification	response: water purification	930
water management	methods	effluent treatment	methods: effluent treatment	930
water management	techniques	water metering	techniques: water metering	930
thermal pollution	solution	water treatment	solution: water treatment	930
sewage system	function	water treatment	function: water treatment	930
degree of pollution	scale	measured in terms of ppm	scale: measured in terms of ppm	931
evaluation of resources	evaluation methods	performance metrics	evaluation methods: performance metrics	931
evaluation of resources	methods	performance metrics	methods: performance metrics	931
management of resources	tools	performance metrics	tools: performance metrics	931
evaluation of resources	methods	return on investment	methods: return on investment	932
risk prevention	strategies	risk transfer	strategies: risk transfer	932
evaluation of resources	evaluation criteria	financial	evaluation criteria: financial	932
evaluation of resources	method	financial ratio	method: financial ratio	932
risk prevention	type of risk	financial	type of risk: financial	932
environmental economics	tools	discount rates	tools: discount rates	932
evaluation of resources	evaluation criteria	return on investment	evaluation criteria: return on investment	932
cost of pollution	calculations	opportunity cost	calculations: opportunity cost	932
environmental economics	methods	shadow pricing	methods: shadow pricing	932
risk prevention	type of risk	financial risk	type of risk: financial risk	932
environmental economics	tools	shadow prices	tools: shadow prices	932
carbon credit	mechanism	buying and selling credits	mechanism: buying and selling credits	932
evaluation of resources	method	return on investment	method: return on investment	932
environmental economics	methods	contingent valuation	methods: contingent valuation	933
polluter pays principle	challenge	cost-benefit analysis	challenge: cost-benefit analysis	933
management of resources	goal	cost-effectiveness	goal: cost-effectiveness	933
environmental economics	methods	socioeconomic impact assessment	methods: socioeconomic impact assessment	933
environmental economics	methods	cost-benefit analysis	methods: cost-benefit analysis	933
evaluation of resources	methods	cost-benefit analysis	methods: cost-benefit analysis	933
environmental economics	principles	cost-benefit analysis	principles: cost-benefit analysis	933
