|concept|facet_property|cluster_label
33800|passenger ship|purpose: emergency|1305
33801|portable bridge|purpose: emergency|1305
33802|road transportation system|purpose: emergency|1305
33803|transportation device|purpose: emergency|1305
33804|transportation system|purpose: emergency|1305
33805|unpaved runway|purpose: emergency|1305
33806|water transportation system|purpose: emergency|1305
33807|flight schedule|relevance: emergency|1305
33808|shipping lane|types: emergency|1305
33809|signalling|types: emergency|1305
33810|outfit car|design: aggressive|1306
33811|sport utility vehicle|design: aggressive|1306
33812|whaling ship|characteristics: armed|1306
33813|sport utility vehicle|design: aggressive styling|1306
33814|sport utility vehicle|design: aggressive design|1306
33815|spine car|design: aggressive stance|1306
33816|sport utility vehicle|design: aggressive exterior|1306
33817|body motion|style: aggressive|1306
33818|commercial agent|responsibilities: building relationships|1307
33819|relational attribute|purpose: to establish relationship|1307
33820|relational attribute|definition: to establish relationship|1307
33821|relational attribute|purpose: to identify relationships|1307
33822|relational attribute|example: sex|1307
33823|arriving|circumstances: with friends|1307
33824|relational attribute|purpose: to establish relationships|1307
33825|keeping|context: maintaining a relationship|1307
33826|relational attribute|purpose: establishing relationships|1307
33827|relational attribute|purpose: establishing relationship|1307
33828|body motion|benefits: social interaction|1307
33829|organic object|importance: food source|1308
33830|organic object|function: providing nutrients|1308
33831|organic object|function: recycles nutrients|1308
33832|organic object|function: nutritive|1308
33833|organic object|functions: providing nutrients|1308
33834|organic object|composition: nutrients|1308
33835|organic object|function: provides nutrients|1308
33836|organic object|composition: nutrient-rich|1308
33837|attaching|common uses: clothing|1309
33838|outfit car|used for: fashion statement|1309
33839|hangar bay|accessories: runway|1309
33840|electronic device|size: wrist-worn|1309
33841|electronic device|form factor: wearable|1309
33842|electric device|physical form: wired|1310
33843|electric device|interface: wired|1310
33844|head end car|connection: attached to|1310
33845|electric device|connectivity: wired|1310
33846|electronic device|connectivity: wired|1310
33847|electronic signalling|method: wired|1310
33848|signalling|method: wired|1310
33849|head end car|connection: connected to|1310
33850|railway junction|type: connection point|1310
33851|electronic device|connection: wired|1310
33852|head end car|connection: linked to|1310
33853|electronic signalling|type: wired|1310
33854|portable bridge|function: temporary connection|1310
33855|water area|land connection: isolated|1310
33856|cab car|connection: connected to station|1310
33857|light fixture|installation: wired|1310
33858|deck crane|design: fixed or mobile|1310
33859|canal lock|found in: rivers|1311
33860|tugboat|found in: rivers|1311
33861|fire boat|used in: rivers|1311
33862|navigation buoy|used in: rivers|1311
33863|tugboat|used in: rivers|1311
33864|aid to navigation|found in: river|1311
33865|tugboat|found in: river|1311
33866|pusher tug|usage: in rivers|1311
33867|fire boat|used in: river|1311
33868|fishing boat|used in: river|1311
33869|fishing vessel|used in: river|1311
33870|navigation buoy|used in: river|1311
33871|aid to navigation|located at: river|1311
33872|fishing vessel|located at: river|1311
33873|hopper dredger|located at: river|1311
33874|military watercraft|located at: river|1311
33875|navigation buoy|located at: river|1311
33876|merchant marine|operating in: rivers|1311
33877|ship deck|located on: river|1311
33878|mode of transit|associated with: rivers|1311
33879|personal watercraft|operated in: river|1311
33880|internal attribute|data type: boolean|1312
33881|mass measure|format: numeric|1312
33882|internal attribute|type: boolean|1312
33883|relational attribute|data type: numeric|1312
33884|internal attribute|type: integer|1312
33885|relational attribute|type: integer|1312
33886|internal attribute|data type: integer|1312
33887|internal attribute|type: int|1312
33888|internal attribute|type: numeric|1312
33889|internal attribute|data type: string|1312
33890|flight schedule|format of data: numeric|1312
33891|offshore anchorage|purpose: refueling|1313
33892|ship berth|purpose: refueling|1313
33893|ship berthing|purpose: refueling|1313
33894|offshore anchorage|uses: refueling|1313
33895|fuel tank|function: allow refueling|1313
33896|hangar bay|used for: refueling aircraft|1313
33897|offshore support ship|used for: refueling other vessels|1313
33898|offshore anchorage|purpose: refueling station|1313
33899|tank car|functionality: refueling|1313
33900|hangar bay|function: refuel and repair|1313
33901|commercial airport|services: refueling|1313
33902|petroleum tanker ship|operation: refueling|1313
33903|ship berth|activities: refueling|1313
33904|flight deck|operations: refueling|1313
33905|ship berthing|operations: refueling|1313
33906|cargo ship|function: refueling|1313
33907|flight deck|function: refueling|1313
33908|offshore supply ship|function: refueling|1313
33909|port facility|function: refueling|1313
33910|rolling stock|function: refueling|1313
33911|ship berth|function: refueling|1313
33912|offshore support ship|function: refuel|1313
33913|hangar bay|used for: refueling|1313
33914|offshore anchorage|used for: refueling|1313
33915|ship hold|used for: refueling|1313
33916|tank car|used for: refueling|1313
33917|offshore supply ship|design features: stabilizers|1314
33918|ore carrier ship|safety features: stabilizers|1314
33919|land vehicle|features: spoiler|1314
33920|glider airplane|design: horizontal stabilizer|1314
33921|head end car|function: stabilizer|1314
33922|propeller airplane|design: tail section|1314
33923|personal watercraft|features: stabilizers|1314
33924|railcar carrier ship|features: stabilizers|1314
33925|waterway junction|management: volunteer group|1315
33926|merchant marine|history: established in 1790|1315
33927|transportation company|business model: non-profit|1315
33928|transportation authority|organization: non-profit organization|1315
33929|crew list|organization: non-profit|1315
33930|transportation system|organization: non-profit|1315
33931|local transit system|management: non-profit organization|1315
33932|transportation company|operating model: non-profit|1315
33933|railroad company|structure: non-profit|1315
33934|transportation authority|structure: non-profit organization|1315
33935|organizational process|applications: non-profit|1315
33936|transportation company|ownership: non-profit|1315
33937|crew list|type: unofficial|1315
33938|ship register|source: private organization|1315
33939|private railcar|used for: entertaining guests|1316
33940|crane ship|function: serving|1316
33941|terminal building|function: serving|1316
33942|dining car|function: serving meals|1316
33943|dining car|function: serve drinks|1316
33944|dining car|amenities: napkin|1316
33945|dining car|amenities: utensils|1316
33946|dining car|purpose: serving meals|1316
33947|private railcar|accommodations: table settings|1316
33948|dining car|purpose: serving food|1316
33949|dining car|amenities: silverware|1316
33950|dining car|function: serving food and drinks|1316
33951|dining car|function: serving food|1316
33952|dining car|purpose: serving food and drinks|1316
33953|dining car|function: serve food|1316
33954|rail transportation system|safety features: signal systems|1317
33955|railway junction|safety features: signal systems|1317
33956|air traffic control procedure|procedures for emergency situations: distress signal|1317
33957|railway junction|safety measures: signals|1317
33958|railway junction|safety: signaling systems|1317
33959|rail transportation system|safety features: signals|1317
33960|railway junction|safety features: signals|1317
33961|paved runway|safety features: signaling|1317
33962|rail transportation system|safety features: signaling|1317
33963|ship berthing|safety: beacon|1317
33964|air traffic control procedure|procedures: warning|1317
33965|signalling|example: smoke signal|1317
33966|railway junction|safety: signals|1317
33967|flight deck|safety features: warning signals|1317
33968|railroad track|safety features: warning signals|1317
33969|standard gauge railway|equipment: railway signaling|1317
33970|railway junction|safety: signaling|1317
33971|signalling|types: emergency signals|1317
33972|paved runway|safety feature: signaling|1317
33973|signalling|types: warning signal|1317
33974|traffic light|signaling: caution|1317
33975|ship berth|safety: warning signals|1317
33976|ship hatch|purpose: emergency exit|1318
33977|ship hatch|types: emergency hatch|1318
33978|parking garage|facilities: emergency exits|1318
33979|ship hatch|type: emergency exit|1318
33980|ship hatch|used for: emergency exit|1318
33981|ship hatch|function: providing emergency exit|1318
33982|flight deck|safety feature: emergency exit|1318
33983|parking garage|safety feature: emergency exit|1318
33984|ship hatch|safety feature: emergency exit|1318
33985|ship hold|safety features: ventilation system|1318
33986|ship hatch|function: emergency exit|1318
33987|flight deck|safety feature: emergency exits|1318
33988|ship deck|safety feature: emergency exits|1318
33989|ship compartment|features: emergency exits|1318
33990|flight deck|safety features: emergency exits|1318
33991|ship hold|safety features: emergency exits|1318
33992|ship compartment|features: emergency exit|1318
33993|flight deck|safety features: emergency evacuation slides|1318
33994|ship hatch|usage: emergency exit|1318
33995|single traffic lane|used for: emergency vehicle access|1318
33996|ship hatch|safety: fire escape|1318
33997|sport utility vehicle|interior features: advanced safety features|1318
33998|ship compartment|safety: emergency exit|1318
33999|ship hatch|safety: emergency exit|1318
34000|flight deck|safety: emergency exits|1318
34001|ship deck|safety: emergency exits|1318
34002|ship hull|safety: emergency exits|1318
34003|flight deck|safety feature: oxygen mask|1319
34004|flight deck|safety feature: oxygen masks|1319
34005|ship hatch|safety: emergency oxygen|1319
34006|flight deck|safety features: oxygen masks|1319
34007|flight deck|safety: oxygen masks|1319
34008|glider airplane|performance: long duration|1320
34009|rocket engine|performance: long duration|1320
34010|crew list|type: movie|1320
34011|body motion|style: dramatic|1320
34012|crew list|type: film|1320
34013|crew list|type: theatrical|1320
34014|fire boat|used in: oceans|1321
34015|tugboat|used in: oceans|1321
34016|cargo ship|found in: seas|1321
34017|ore carrier ship|found in: seas|1321
34018|partial container ship|found in: seas|1321
34019|railcar carrier ship|found in: seas|1321
34020|cargo ship|found in: oceans|1321
34021|freighter|found in: oceans|1321
34022|ore carrier ship|found in: oceans|1321
34023|partial container ship|found in: oceans|1321
34024|railcar carrier ship|found in: oceans|1321
34025|vehicle carrier ship|found in: oceans|1321
34026|aid to navigation|found in: sea|1321
34027|cargo ship|found in: sea|1321
34028|fishing trawler|found in: sea|1321
34029|freighter|found in: sea|1321
34030|ore carrier ship|found in: sea|1321
34031|partial container ship|found in: sea|1321
34032|pusher tug|found in: sea|1321
34033|tugboat|found in: sea|1321
34034|aid to navigation|found in: ocean|1321
34035|cargo ship|found in: ocean|1321
34036|container ship|found in: ocean|1321
34037|fishing trawler|found in: ocean|1321
34038|freighter|found in: ocean|1321
34039|ore carrier ship|found in: ocean|1321
34040|partial container ship|found in: ocean|1321
34041|vehicle carrier ship|found in: ocean|1321
34042|ship hold|found on: ocean|1321
34043|mode of transit|associated with: sea|1321
34044|ship deck|associated with: sea|1321
34045|ship cabin|associated with: ocean|1321
34046|ship deck|associated with: ocean|1321
34047|navigation buoy|used in: open sea|1321
34048|ship hold|found on: sea|1321
34049|general cargo ship|found at: oceans|1321
34050|fire boat|used in: ocean|1321
34051|fishing boat|used in: ocean|1321
34052|fishing vessel|used in: ocean|1321
34053|freighter|found at: sea|1321
34054|general cargo ship|found at: sea|1321
34055|partial container ship|found at: sea|1321
34056|fishing trawler|found in: coastal waters|1321
34057|cargo ship|type: oceanic|1321
34058|commercial shipping|type: oceanic|1321
34059|drilling ship|type: oceanic|1321
34060|land area|type: oceanic|1321
34061|water transportation system|type: oceanic|1321
34062|ship berthing|related to: sea|1321
34063|ship berth|found in: bays|1321
34064|ship berth|found in: coastal areas|1321
34065|water transportation system|types: oceanic|1321
34066|sea lane|related to: ocean|1321
34067|freighter|found at: ocean|1321
34068|radar facility|used for: enemy detection|1322
34069|radar or sonar|applications: target detection|1322
34070|radar|range: long-range detection|1322
34071|radar|range: short-range detection|1322
34072|radar or sonar|used for: target tracking|1322
34073|radar|function: locates targets|1322
34074|radar|function: detecting and tracking targets|1322
34075|radar|uses: target detection|1322
34076|radar|used for: target identification|1322
34077|radar facility|purpose: detecting and tracking|1322
34078|radar or sonar|purpose: locating targets|1322
34079|radar|characteristics: long-range detection|1322
34080|radar or sonar|characteristics: long-range detection|1322
34081|radar facility|functionality: enemy detection|1322
34082|radar|sonar: uses sound waves|1323
34083|radar or sonar|types: active sonar|1323
34084|military watercraft|armament: sonar|1323
34085|radar|similar technology: sonar|1323
34086|radar|sonar: detects underwater objects|1323
34087|radar|sonar: works underwater|1323
34088|radar|similar to: sonar|1323
34089|radar|similar concept: sonar|1323
34090|radar|related concepts: sonar|1323
34091|radar|sonar: used in submarines|1323
34092|whaling ship|technology: sonar|1323
34093|fishing boat|features: sonar|1323
34094|fishing vessel|features: sonar|1323
34095|military watercraft|features: sonar|1323
34096|research ship|features: sonar|1323
34097|whaling ship|features: sonar|1323
34098|fishing trawler|equipment: sonar|1323
34099|fishing vessel|equipment: sonar|1323
34100|research ship|equipment: sonar|1323
34101|radar or sonar|types: passive sonar|1323
34102|aid to navigation|found in: lake|1324
34103|fire boat|used in: lake|1324
34104|fishing boat|used in: lake|1324
34105|fishing vessel|used in: lake|1324
34106|fire boat|used in: water|1324
34107|personal watercraft|operated in: lake|1324
34108|fishing boat|located at: lake|1324
34109|fishing vessel|located at: lake|1324
34110|hopper dredger|located at: lake|1324
34111|military watercraft|located at: lake|1324
34112|navigation buoy|located at: lake|1324
34113|ship deck|located on: lake|1324
34114|fire boat|used in: lakes|1324
34115|navigation buoy|used in: lakes|1324
34116|ship hold|found on: lake|1324
34117|cargo ship|type: lake-going|1324
34118|multiple track railway|number of tracks: parallel|1325
34119|standard gauge railway|track type: double track|1325
34120|multiple track railway|design: separate tracks for different directions|1325
34121|dual gauge railway|definition: two parallel tracks|1325
34122|multiple track railway|characteristics: separate tracks for different directions|1325
34123|multiple track railway|design: shared tracks for same direction|1325
34124|dual gauge railway|structure: has two parallel tracks with different gauges|1325
34125|multiple track railway|configuration: parallel tracks|1325
34126|multiple track railway|features: separate tracks for different directions|1325
34127|dual gauge railway|structure: two parallel tracks|1325
34128|railway junction|layout: multiple tracks|1325
34129|multiple track railway|characteristics: separate tracks|1325
34130|dual gauge railway|design: tracks are separated by a buffer|1325
34131|dual gauge railway|definition: shared track for different trains|1325
34132|multiple track railway|configuration: interconnected tracks|1325
34133|dual gauge railway|description: two parallel tracks|1325
34134|multiple track railway|features: shared tracks for different modes of transport|1325
34135|multiple track railway|types of tracks: loop line|1325
34136|railroad company|structure: network of tracks|1325
34137|dual gauge railway|design: having two parallel tracks with different gauges|1325
34138|material handling equipment|application: heavy goods|1326
34139|tugboat|used for: moving heavy objects|1326
34140|freight car|used for: moving heavy equipment|1326
34141|broad gauge railway|used for: moving heavy goods|1326
34142|vehicle carrier ship|used for: moving vehicles|1326
34143|freight car|use: hauling heavy loads|1326
34144|full size van|use: hauling heavy loads|1326
34145|light truck|use: hauling heavy loads|1326
34146|truck tractor|use: hauling heavy loads|1326
34147|deck cargo|handled by: forklift|1326
34148|freight car|purpose: move heavy loads|1326
34149|railway vehicle|purpose: move heavy loads|1326
34150|broad gauge railway|used for: moving heavy loads|1326
34151|flatcar|used for: moving heavy loads|1326
34152|freight car|used for: moving heavy loads|1326
34153|freighter|used for: moving heavy loads|1326
34154|pusher tug|used for: moving heavy loads|1326
34155|rolling stock|used for: moving heavy loads|1326
34156|tractor trailer|used for: moving heavy loads|1326
34157|truck trailer|used for: moving heavy loads|1326
34158|truck trailer|used for: hauling equipment|1326
34159|full size van|used for: moving large items|1326
34160|flatcar|used for: moving heavy machinery|1326
34161|port crane|function: moving heavy cargo|1326
34162|tractor trailer|usage: hauling heavy loads|1326
34163|flatcar|purpose: moving heavy loads|1326
34164|hoisting device|purpose: moving heavy loads|1326
34165|pusher tug|purpose: moving heavy loads|1326
34166|rolling stock|purpose: moving heavy loads|1326
34167|freight car|used for: moving materials|1326
34168|rolling stock|used for: moving materials|1326
34169|flatcar|use: moving heavy equipment|1326
34170|flatcar|usage: moving heavy equipment|1326
34171|spine car|usage: moving heavy equipment|1326
34172|freight car|used for: hauling materials|1326
34173|tank car|used for: moving hazardous materials|1326
34174|flatcar|use: moving heavy loads|1326
34175|port crane|purpose: moving heavy goods|1326
34176|freighter|used for: moving bulk materials|1326
34177|railroad bridge|function: support heavy loads|1326
34178|flatcar|usage: moving heavy loads|1326
34179|railroad bridge|function: supporting heavy load|1326
34180|flatcar|uses: moving heavy loads|1326
34181|tractor trailer|uses: moving heavy loads|1326
34182|deck crane|functions: moving heavy loads|1326
34183|hoisting device|purpose: moving heavy objects|1326
34184|freighter|used for: moving heavy cargo|1326
34185|railcar carrier ship|used for: moving heavy cargo|1326
34186|flatcar|used for: moving construction materials|1326
34187|broad gauge railway|used for: industrial transportation|1326
34188|flatcar|used for: industrial transportation|1326
34189|freight car|used for: industrial transportation|1326
34190|flatcar|commonly used for: moving heavy loads|1326
34191|flatcar|use: heavy equipment|1326
34192|train assembly|function: move heavy loads|1326
34193|railroad bridge|functionality: support heavy loads|1326
34194|flatcar|typically used for: moving construction equipment|1326
34195|hoisting device|function: moving heavy objects|1326
34196|tugboat|function: moving heavy objects|1326
34197|deck crane|function: moving heavy loads|1326
34198|flatcar|function: moving heavy loads|1326
34199|freight car|function: moving heavy loads|1326
34200|rolling stock|function: moving heavy loads|1326
34201|train assembly|function: moving heavy loads|1326
34202|tugboat|function: moving heavy loads|1326
34203|flatcar|used for: moving construction equipment|1326
34204|truck trailer|used for: moving construction equipment|1326
34205|railway vehicle|function: pull heavy loads|1326
34206|deck crane|usage: moving heavy objects|1326
34207|broad gauge railway|used for: industrial transport|1326
34208|fuel tank|purpose: powers vehicle|1327
34209|petroleum product|usage: powering|1327
34210|railway vehicle|function: powers other vehicles|1327
34211|petroleum product|uses: powering|1327
34212|jet engine|purpose: power aircraft|1327
34213|petroleum product|use: powering|1327
34214|motor scooter|features: accelerator|1327
34215|road vehicle|features: accelerator|1327
34216|electric device|function: powering|1327
34217|electrified railway|functionality: powering trains|1327
34218|diesel engine|power source: mechanical energy|1327
34219|electric motor|purpose: powering devices|1327
34220|fuel tank|purpose: powers machinery|1327
34221|petroleum product|uses: powers engines|1327
34222|vehicle wheel|function: transfer power|1327
34223|electric device|purpose: powering|1327
34224|diesel fuel|use: powers machinery|1327
34225|electric motor|purpose: powers devices|1327
34226|dry bulk cargo|size: large volumes|1328
34227|cargo manifest|storage: printed copy|1328
34228|keeping|object: book|1328
34229|set|example: collection of books|1328
34230|set|examples: a collection of books|1328
34231|set or class|examples: a collection of books|1328
34232|set or class|examples of: book collection|1328
34233|set or class|examples: a set of books|1328
34234|set|real-world examples: list of books|1328
34235|volume measure|related concept: area|1329
34236|managing|area: project|1329
34237|land area|definition: total area|1329
34238|volume measure|related to: area|1329
34239|managing|areas: person|1329
34240|land area|description: total area|1329
34241|managing|area: team|1329
34242|mass measure|related concepts: area|1329
34243|volume measure|related concepts: area|1329
34244|keeping|location: area|1329
34245|land area|dimension: area|1329
34246|shipping lane|regulations: traffic control|1330
34247|road transportation system|regulation: road maintenance|1330
34248|traffic control process|enforcement: speed limits|1330
34249|moving violation|related laws: driver regulations|1330
34250|moving violation|category: traffic law|1330
34251|single traffic lane|regulation: one-way traffic|1330
34252|road transportation system|regulation: traffic law|1330
34253|road junction|regulation: traffic rules|1330
34254|single traffic lane|regulation: traffic rules|1330
34255|traffic signal|regulation: traffic rules|1330
34256|transportation system|regulation: traffic rules|1330
34257|road junction|regulation: traffic laws|1330
34258|road transportation system|regulation: traffic laws|1330
34259|single traffic lane|regulation: traffic laws|1330
34260|traffic signal|regulation: traffic laws|1330
34261|transportation authority|regulation: traffic laws|1330
34262|sea lane|regulations: traffic rules|1330
34263|shipping lane|regulations: traffic rules|1330
34264|transportation authority|regulations: public transportation rules|1330
34265|road transportation system|safety: traffic rules|1330
34266|traffic control process|regulations: right-of-way rules|1330
34267|dangerous goods|regulations: regulated transportation|1330
34268|traffic signal|related concepts: traffic rules|1330
34269|moving violation|related laws: traffic laws|1330
34270|traffic signal|regulation: pedestrian safety|1330
34271|department of transportation|regulations: traffic laws|1330
34272|road transportation system|regulations: traffic laws|1330
34273|traffic control process|regulations: traffic laws|1330
34274|traffic signal|regulations: traffic laws|1330
34275|transportation authority|regulations: traffic laws|1330
34276|moving violation|traffic law: federal|1330
34277|shipping lane|regulation: traffic control|1330
34278|moving violation|related laws: traffic code|1330
34279|road transportation system|safety: traffic laws|1330
34280|road transportation system|regulation: vehicle inspections|1330
34281|moving violation|prevention: traffic law|1330
34282|traffic signal|importance: mandatory for traffic regulation|1330
34283|moving violation|traffic law: state|1330
34284|moving violation|related to: traffic laws|1330
34285|moving violation|traffic law: local|1330
34286|traffic signal|regulation: by traffic authorities|1330
34287|single traffic lane|regulation: lane restrictions|1330
34288|road transportation system|regulation: traffic rule|1330
34289|sea lane|regulations: traffic separation|1330
34290|traffic signal|regulation: road safety|1330
34291|traffic signal|regulation: driver behavior|1330
34292|cubic foot|definition: 3-dimensional space of 12 inches by 12 inches by 12 inches|1331
34293|bill of lading|contents: dimensions|1331
34294|cargo manifest|contents: dimensions|1331
34295|standard gauge railway|dimension: standard|1331
34296|paved runway|dimension: straight|1331
34297|volume measure|dimension: length cubed|1331
34298|traffic light|physical appearance: square|1331
34299|paved runway|dimension: long|1331
34300|single traffic lane|features: divided by lines|1331
34301|land area|dimension: square|1331
34302|land area|dimension: rectangle|1331
34303|land area|dimension: rectangular|1331
34304|land area|dimension: circle|1331
34305|land area|dimension: circular|1331
34306|land area|characteristics: hilly|1332
34307|land area|features: mountainous|1332
34308|radar facility|location: mountainous region|1332
34309|railroad track|location: mountainous region|1332
34310|surfaced roadway|location: mountainous region|1332
34311|land area|composition: mountainous|1332
34312|land area|characteristic: hilly|1332
34313|land area|characteristic: mountainous|1332
34314|multiple track railway|location: mountainous regions|1332
34315|railroad track|location: mountainous regions|1332
34316|land area|types of land: mountain|1332
34317|land area|feature: mountainous|1332
34318|land area|types: mountain|1332
34319|land area|description: mountainous|1332
34320|water area|surroundings: mountain|1332
34321|airport classification|location: mountainous|1332
34322|railroad bridge|location: mountainous|1332
34323|glider airplane|location: hills|1332
34324|land area|natural features: mountain|1332
34325|radar facility|location: mountainous area|1332
34326|rail transportation system|location: mountainous area|1332
34327|waterway junction|geographical feature: landform|1332
34328|fixed bridge|location: mountains|1332
34329|glider airplane|location: mountains|1332
34330|radio navigation beacon|location: mountains|1332
34331|railroad bridge|location: mountains|1332
34332|multiple track railway|location: mountainous areas|1332
34333|land area|shape: mountainous|1332
34334|land area|shape: hilly|1332
34335|single traffic lane|environment: mountainous|1332
34336|land area|geographical: mountainous|1332
34337|land area|natural feature: mountain|1332
34338|glider airplane|environment: mountains|1332
34339|glider airplane|location: mountainous terrain|1332
34340|land area|characteristics: mountainous|1332
34341|land area|features: with mountains|1332
34342|ship hull|uses: offshore platform|1333
34343|deck crane|usage: offshore platform|1333
34344|offshore support ship|usage: offshore platform|1333
34345|crane ship|type: offshore|1333
34346|deck crane|type: offshore|1333
34347|drilling ship|type: offshore|1333
34348|offshore supply ship|type: offshore|1333
34349|deck crane|settings: offshore platform|1333
34350|cable ship|type: offshore supply vessel|1333
34351|crane ship|type: offshore supply vessel|1333
34352|offshore support ship|usage: offshore platforms|1333
34353|drilling ship|structure: offshore|1333
34354|deck crane|used in: offshore platforms|1333
34355|crane ship|type: offshore construction vessel|1333
34356|crane ship|operated in: offshore platform|1333
34357|petroleum tanker ship|types: offshore|1333
34358|truck trailer|structure: attached to truck|1334
34359|vehicle wheel|purpose: supporting vehicle|1334
34360|vehicle wheel|function: supports vehicle weight|1334
34361|vehicle wheel|function: supports vehicle|1334
34362|truck trailer|components: trailer bed|1334
34363|vehicle wheel|function: supporting vehicle|1334
34364|freight car|structure: chassis|1334
34365|vehicle wheel|function: steers|1335
34366|vehicle wheel|purpose: steering|1335
34367|vehicle wheel|function: steer vehicle|1335
34368|vehicle crew|function: drive|1335
34369|ship deck|function: steering|1335
34370|vehicle wheel|function: steering|1335
34371|vehicle wheel|function: steers vehicle|1335
34372|ship deck|used for: steering|1335
34373|vehicle wheel|used for: steering|1335
34374|vehicle wheel|uses: steering|1335
34375|single traffic lane|function: driving direction|1335
34376|road junction|function: changing direction|1335
34377|motor scooter|features: steering|1335
34378|personal watercraft|features: steering|1335
34379|road vehicle|features: steering|1335
34380|water transportation system|vehicle characteristics: steerability|1335
34381|glider airplane|control: steerable|1335
34382|commercial airport|staff: pilots|1336
34383|flight deck|staff: pilots|1336
34384|transportation company|staff: pilots|1336
34385|guiding|practitioners: pilots|1336
34386|air traffic control procedure|participants: pilots|1336
34387|major air carrier|employees: professional pilots|1336
34388|air traffic control procedure|staffing: pilots|1336
34389|transportation company|employee roles: pilots|1336
34390|air traffic control procedure|involved parties: pilots|1336
34391|flight deck|personnel: ground crew|1336
34392|air traffic control procedure|involved entities: pilots|1336
34393|ship deck|usage: pilots|1336
34394|cargo handling|personnel: pilots|1336
34395|flight deck|personnel: pilots|1336
34396|commercial carrier|employees: pilots|1336
34397|major air carrier|employees: pilots|1336
34398|transportation company|employees: pilots|1336
34399|flight deck|crew: pilots|1336
34400|freighter|features: refrigeration|1337
34401|tank car|features: refrigeration|1337
34402|cubic foot|common applications: refrigeration|1337
34403|freighter|features: refrigerated|1337
34404|ship hold|type: refrigerated hold|1337
34405|freight car|design: refrigerated|1337
34406|freighter|design: refrigerated|1337
34407|cargo container|types: refrigerated container|1337
34408|partial container ship|features: refrigerated containers|1337
34409|ship hold|types: refrigerated hold|1337
34410|commercial shipping|mode: refrigerated|1337
34411|dry bulk cargo|storage condition: dry|1337
34412|commercial shipping|type: refrigerated|1337
34413|ship hold|type: refrigerated|1337
34414|truck trailer|type: refrigerated|1337
34415|freight car|design: refrigerated car|1337
34416|cargo container|types: refrigerated|1337
34417|flatcar|types: refrigerated|1337
34418|freight car|types: refrigerated|1337
34419|truck trailer|types: refrigerated|1337
34420|mass measure|category: physical quantity|1338
34421|single traffic lane|physical properties: one-way|1338
34422|set or class|properties: homogeneous|1338
34423|cargo manifest|elements: dimensions|1338
34424|aid to navigation|characteristics: mechanical|1338
34425|deck crane|characteristics: mechanical|1338
34426|hoisting device|characteristics: mechanical|1338
34427|port crane|characteristics: mechanical|1338
34428|traffic signal|characteristics: mechanical|1338
34429|organic object|properties: response to environment|1338
34430|cubic foot|physical properties: can be converted to other units|1338
34431|cubic foot|physical properties: measurable in length, width, and height|1338
34432|organic compound|properties: found in all living things|1338
34433|cubic foot|physical properties: can be measured with a ruler|1338
34434|electrical signalling|properties: chemical|1338
34435|cubic foot|physical properties: three-dimensional|1338
34436|aid to navigation|function: indicates a safe route|1339
34437|navigation buoy|purpose: indicate safe routes|1339
34438|navigation buoy|function: indicate safe route|1339
34439|aid to navigation|purpose: indicating safe routes|1339
34440|traffic light|usage: guide drivers|1339
34441|navigation buoy|purpose: indicate safe route|1339
34442|aid to navigation|function: indicating safe routes|1339
34443|traffic light|function: guide drivers|1339
34444|aid to navigation|function: indicates safe route|1339
34445|aid to navigation|function: indicating safe route|1339
34446|vehicle crew|physical requirements: adaptability to weather|1340
34447|deck cargo|care taken during: weather|1340
34448|canal system|maintenance: seasonal closures|1340
34449|railroad bridge|safety: weather resistance|1340
34450|petroleum tanker ship|operating conditions: weather-resistant|1340
34451|ship hull|design considerations: weather resistance|1340
34452|unpaved runway|maintenance: dependent on weather|1340
34453|surfaced roadway|maintenance: snow clearing|1340
34454|navigation buoy|maintenance: weather resistance|1340
34455|flight deck|design consideration: weather resistance|1340
34456|air route|management: adjusted for weather|1340
34457|refrigerated compartment|purpose: to prevent spoilage|1340
34458|offshore anchorage|function: avoiding bad weather|1340
34459|unpaved runway|maintenance: weather dependent|1340
34460|hoisting device|operating conditions: weather resistant|1340
34461|ship deck|maintenance: weather-resistant coating|1340
34462|crane ship|environment: port|1341
34463|tugboat|environment: port|1341
34464|chemical tanker ship|operating environment: port|1341
34465|container ship|operating environment: port|1341
34466|general cargo ship|operating environment: port|1341
34467|liner service|operating environment: port|1341
34468|petroleum tanker ship|operating environment: port|1341
34469|petroleum tanker ship|operating area: port|1341
34470|ship agent|physical location: port|1341
34471|cabotage|types of: port state|1341
34472|commercial shipping|facilities: port|1341
34473|chemical tanker ship|operational details: port|1341
34474|ship agent|working environment: port|1341
34475|railcar carrier ship|designated for: port operations|1341
34476|tank car|operational environment: port|1341
34477|vehicle crew|work environment: port|1341
34478|port embargo|affected area: port|1341
34479|ship agent|physical presence: port|1341
34480|cargo handling|facility: port|1341
34481|chemical tanker ship|operating conditions: port|1341
34482|freighter|operational range: port|1341
34483|petroleum tanker ship|operational range: port|1341
34484|freight car|environment: ports|1341
34485|container ship|operating area: ports|1341
34486|ship agent|workplace: port|1341
34487|vehicle crew|workplace: port|1341
34488|chemical tanker ship|operating conditions: ports|1341
34489|chemical tanker ship|operational area: port|1341
34490|offshore support ship|operational area: port|1341
34491|vehicle carrier ship|operational area: port|1341
34492|tank car|maintenance requirements: specialized equipment|1342
34493|vehicle wheel|maintenance: needs occasional rotation|1342
