facet_property	cluster_label
type: heavy hauler	2230
transportation: semi-trailer	2230
type: articulated	2230
type: tractor-trailer	2230
type: semi-trailer	2230
type: semi-truck	2230
attached to: semi-trailer	2230
vehicle type: semi-trailer	2230
type: refrigerated	2230
type: tractor unit	2230
type: semi-trailer truck	2230
containers: trailers	2231
equipment used: trailers	2231
equipment: trailers	2231
types: trailers	2231
equipment: towers	2231
equipment: tractors	2231
equipment: tenders	2231
purpose: for a movie	2232
type: trailer	2232
features: trailer	2232
types: trailer	2232
features: long trailer	2232
features: trailer attached	2232
content: payment receipt	2233
payment options: credit card	2233
payment: card	2233
payment: credit card	2233
payment method: credit card	2233
payment method: credit	2233
access: payment methods	2233
method of payment: credit card	2233
payment method: pass	2233
payment method: online transfer	2233
payment method: card	2233
features: food counter	2234
features: ticket vending machine	2234
features: mechanical arm	2234
features: fare system	2234
features: parking attendant	2234
features: payment machines	2234
features: ticket counters	2234
features: bank	2234
features: payment machine	2234
features: fare payment system	2234
features: passport control	2234
features: fare payment machine	2234
features: taxi	2234
mode of payment: settlement	2235
method of payment: check	2235
purpose: tax payment	2235
mode of payment: installment	2235
payment method: installment	2235
payment method: court order	2235
method of payment: installment plan	2235
payment method: fine payment plan	2235
method of payment: community service	2235
method of payment: installment	2235
method of payment: court order	2235
payment method: installment plan	2235
payment: mobile payment	2236
access: payment	2236
payment: mobile	2236
payment: pay-by-hour	2237
payment: pay-by-day	2237
operation: pay-per-park	2237
operation: pay per hour	2237
operation: pay per day	2237
access: pay per hour	2237
fare system: pay-per-ride	2237
payment options: parking ticket	2238
methods of payment: online payment	2238
methods of payment: in-person	2238
methods of payment: mail	2238
methods of payment: online	2238
engine type: battery	2239
engine: outboard	2239
engine: small engine	2239
fuel type: diesel	2239
type: diesel engine	2239
type of engine: diesel	2239
fuel: diesel	2239
types: diesel	2239
body style: wagon	2239
engine: small	2239
engine options: diesel	2239
engine type: turbocharged	2239
engine: v8	2239
engine type: diesel	2239
type: diesel	2239
mode: diesel	2239
engine: diesel	2239
engine: hybrid	2240
engine type: electric	2240
engine type: hybrid	2240
fuel: hybrid	2240
fuel: electric	2240
fuel efficiency: average	2240
propulsion: hybrid	2240
type: hybrid	2240
fuel type: gasoline	2240
power source: hybrid	2240
fuel type: hybrid fuel	2240
fuel type: electric	2240
vehicle type: electric	2240
fuel type: electricity	2240
fuel type: hybrid	2240
uses: diesel	2241
movement: diesel	2241
power source: low speed	2241
features: powered by diesel	2241
power source: nuclear energy	2241
operation: powered by diesel	2241
power source: generator	2241
power source: combustion	2241
power source: exhaust gases	2241
power source: steam	2241
characteristics: powered by diesel	2241
power source: gasoline	2241
source of power: diesel	2241
source of power: steam	2241
power source: chemical reaction	2241
power source: diesel	2241
power source: solar	2241
power source: diesel engine	2241
mode of operation: diesel	2241
fuel: electricity	2241
equipment: diesel	2241
characteristics: diesel-powered	2242
vehicles: diesel	2242
features: diesel-electric	2242
technology: diesel	2242
operation: diesel	2242
examples: diesel	2242
technology: diesel engine	2242
responsibility: national security	2243
roles: military support	2243
roles: national defense	2243
functions: national defense	2243
function: national defense	2243
roles: national economy	2243
roles: national security	2243
usage: biking	2244
usage: motorcycle	2244
usage: bicycle	2244
usage: cycling	2244
usage: riding	2244
usage: car	2244
usage: bike	2244
usage: boats	2244
type: ride	2244
usage: walking	2244
accessibility: bike	2245
access: bike	2245
accessibility: bicycle	2245
accessibility: bike storage	2245
applications: fans	2246
uses: tractors	2246
alternatives: electricity	2246
common applications: trucks	2246
application: trucks	2246
use: trucks	2246
handling: trucks	2246
applications: construction equipment	2246
applications: power tools	2246
applications: trucks	2246
size: trucks	2246
use: ships	2247
application: ships	2247
infrastructure: ships	2247
applications: cars	2247
applications: ships	2247
common applications: ships	2247
handling: ships	2247
infrastructure: large ships	2247
equipment: kitchen	2248
equipment: ship	2248
equipment: submarine	2248
equipment: boat	2248
equipment: naval equipment	2248
equipment: ships	2248
equipment used: ships	2248
usage: generators	2249
used for: generators	2249
use: generators	2249
common use: generators	2249
used in: generators	2249
applications: generators	2249
application: generators	2249
uses: generators	2249
environment: tracks	2250
requirements: tide	2250
frequency: express	2250
route: track	2250
infrastructure: track	2250
environment: track	2250
infrastructure: lock	2250
operation: tracks	2250
environment: rail	2250
system: track	2250
settings: track	2250
history: improved	2250
action: to reach	2251
action: reach	2251
action: reaching	2251
uses: event management	2252
used for: trip coordination	2252
used for: organizing events	2252
used for: productivity	2252
related to: event planning	2252
applications: event planning	2252
application: event planning	2252
purpose: for event planning	2252
operated by: event planners	2252
used for: event logistics	2252
used for: managing teams	2252
used for: event planning	2252
used for: team management	2252
related to: event coordination	2252
application: marine	2253
types: naval	2253
application: navy	2253
application: naval	2253
operational: naval	2253
enforcement: naval	2253
application: civilian	2253
applications: naval	2253
application: maritime	2253
application: research	2253
uses: naval warfare	2254
application: naval warfare	2254
related concepts: naval warfare	2254
used for: naval warfare	2254
usage: naval warfare	2254
uses: naval operations	2254
use: naval warfare	2254
applications: naval warfare	2254
principle: calculating time of flight	2255
principle: measuring frequency	2255
principle: echo detection	2255
principle: calculating time delay	2255
skills: calculating distances	2256
skill: calculating distance	2256
skills: calculating distance	2256
functions: calculating distance	2256
principle: calculating distance and velocity	2256
operations: sailing	2257
operational: sailing	2257
operations: sails	2257
operation: sail	2257
operation: sailings	2257
operations: sail	2257
design: sail	2257
operations: sailings	2257
operations: motoring	2257
technology: sail	2257
operation: sailing	2257
technology: sails	2257
operating method: ship	2257
operations: voyages	2257
safety: berth signs	2258
process: secure docking	2258
process: berth allocation	2258
operation: navigating through ports	2258
operations: docking	2258
operations: berthing	2258
marine operation: docking	2258
operations: mooring	2258
operational aspect: berth allocation	2258
berthing process: securing	2258
operations: harbor	2258
berthing process: towing	2258
marine operation: undocking	2258
structure: seafaring	2259
operation: seagoing	2259
employment: seafarers	2259
size: seafaring	2259
type: seafaring	2259
purpose: working on a ship	2259
operation: seafaring	2259
example: greyhound	2260
examples: greyhound	2260
design: with handlebars	2261
design: with roof	2261
design: high roof	2261
design: with lights	2261
design: with benches	2261
design: with a roof	2261
characteristics: no roof	2262
characteristics: without roof	2262
features: no roof	2262
type: infinite	2263
properties: infinite	2263
types: infinite set	2263
types: universal set	2263
types: finite	2263
types: mathematical	2263
types: finite set	2263
types: infinite	2263
types: empty set	2263
responsibility: traffic authorities	2264
responsibility: traffic police	2264
responsibility: local authorities	2264
responsibility: city officials	2264
responsibility: airport authority	2264
responsibility: police	2264
tasks: traffic enforcement	2265
services provided: traffic enforcement	2265
services provided: traffic management	2265
services provided: parking enforcement	2265
context: traffic enforcement	2265
services provided: safety enforcement	2265
services: traffic enforcement	2265
responsibilities: traffic safety	2266
responsibilities: traffic flow	2266
responsibilities: traffic management	2266
responsibility: traffic	2266
responsibilities: traffic flow management	2266
responsibility: traffic management	2266
responsibilities: traffic enforcement	2266
responsibilities: traffic regulation	2266
responsibility: traffic regulation	2266
responsibilities: regulation enforcement	2266
goals: promoting public transportation	2267
goals: encouraging sustainable travel	2267
goals: promoting efficient travel	2267
purpose: promoting efficient transportation	2267
goals: promote efficient transportation	2267
goals: promoting efficient transportation	2267
goals: encouraging sustainable transportation	2267
characteristics: voluntary	2268
nature: voluntary	2268
nature: administrative	2268
type: voluntary	2268
action: voluntary	2268
voluntary: conscious	2269
voluntary: not automatic	2269
voluntary: done with intention	2269
definition: voluntary	2269
voluntary: willed	2269
voluntary: intentional	2269
free will: voluntary	2269
voluntary: deliberate	2269
voluntary: not involuntary	2269
voluntary: chosen	2269
motivation: driven by need	2270
motivation: driven by desire	2270
motivation: desire	2270
motivation: want	2270
features: influenced by motivations	2270
motivation: inspired by purpose	2270
motivation: necessity	2270
human involvement: will	2271
human involvement: thought	2271
involves: thought	2271
cognitive aspect: thought	2271
human activity: thinking	2271
behavioral aspect: behavior	2272
behavioral aspect: action	2272
human activity: acting	2272
aircraft type: propeller	2273
aircraft type: twin engine	2273
aircraft: propeller	2273
type: propeller driven	2273
aircraft type: twin-engine	2273
aircraft type: propeller-driven	2273
type of aircraft: small propeller	2273
design: propeller-driven	2273
type: propeller-driven	2273
aircraft type: propeller driven	2273
design: fixed wings	2274
type of vehicle: fixed-wing	2274
type: fixed-wing	2274
design: fixed-wing	2274
configuration: fixed wing	2274
design: fixed wing	2274
aircraft type: light aircraft	2275
aircraft type: experimental	2275
aircraft size: small	2275
aircraft type: recreational	2275
aircraft type: experimental plane	2275
aircraft type: private jet	2275
aircraft type: recreational aircraft	2275
type: light aircraft	2275
aircraft type: helicopter	2275
aircraft type: recreational plane	2275
aircraft type: general aviation	2275
aircraft type: military aircraft	2275
features: fixed wing	2276
features: fixed-wing	2276
characteristics: fixed-wing	2276
features: fixed wings	2276
aircraft type: small plane	2277
usage: small aircraft	2277
type: small plane	2277
use: small aircraft	2277
aircraft: small	2277
type: small aircraft	2277
inclusion: aircraft types	2277
used for: small aircraft	2277
layout: branching	2278
layout: simple	2278
layout: straight	2278
layout: flat	2278
layout: multi-level	2278
layout: runway	2278
layout: open	2278
layout: tarmac	2278
layout: private	2278
layout: switched	2278
layout: sloped	2278
layout: shared	2278
layout: organized	2278
feature: flat	2279
appearance: flat	2279
features: flat	2279
design: flat	2279
geographical: flat	2280
physical characteristic: circular	2280
physical characteristic: linear	2280
physical characteristic: rough	2280
characteristics: flat	2280
characteristic: flat	2280
physical characteristic: flat	2280
physical characteristic: wide	2280
physical characteristic: reflective	2280
preparation: checking	2281
state: welcome	2281
action: begin	2281
action: appear	2281
action: connecting	2281
type: connecting	2281
action: start	2281
action: initiating	2281
action: beginning	2281
functionality: starting	2281
action: starting	2281
aircraft handling: glider	2282
aircraft handling: jet	2282
aircraft handling: helicopter	2282
aircraft handling: propeller	2282
type of: horizontal takeoff	2283
type: vertical takeoff	2283
type of: powered takeoff	2283
use: short takeoff and landing	2283
type: short takeoff and landing	2283
aircraft type: short takeoff	2283
type of: vertical takeoff	2283
aircraft type: short-takeoff	2283
used for: saving lives	2284
importance: saving lives	2284
responsibility: saving lives	2284
purpose: saving lives	2284
structure: terminal building	2285
physical structure: signal head	2285
structure: control tower	2285
layout: control tower	2285
features: control surfaces	2285
structure: parking lot	2285
components: control room	2285
structure: safety surface	2285
structure: floating platform	2285
structure: protected area	2285
components: control panel	2285
features: control room	2285
purpose: control room	2285
function: control center	2285
components: computer room	2285
structure: control room	2285
equipment: control panel	2285
function: control room	2285
purpose: accommodating passengers	2286
purpose: accommodate passengers	2286
purpose: allow passengers to board	2286
purpose: for passengers	2286
function: housing passengers	2286
purpose: housing passengers	2286
purpose: connecting passengers	2286
serves: passengers	2286
purpose: accommodate luggage	2286
place: airport	2287
purpose: airport	2287
environment: airport	2287
location: international airport	2287
airport: connecting	2287
connected to: airport	2287
airport location: terminal	2287
location: airport	2287
location: near gates	2287
airport: arrival	2287
location: domestic airport	2287
location: in an airport	2287
location: near terminal	2287
location: airport grounds	2287
location: old airport	2287
location: in airport	2287
location: on an airport	2287
context: airport	2287
location: at an airport	2287
location: inside airport	2287
locations: airports	2288
types: airport	2288
locations: parks	2288
location: airports	2288
location: hospitals	2288
location: gas stations	2288
airports: international	2288
contents: airports	2288
facilities: airports	2288
location: terminals	2288
locations: airport	2288
airports: major	2288
locations: terminals	2288
located at: airports	2288
safety measures: fenders	2289
safety consideration: fenders	2289
safety feature: fender	2289
safety features: gaskets	2289
required equipment: fenders	2289
safety: fenders	2289
features: fenders	2289
types: oci	2290
technology: ndb	2290
example of: ndb	2290
types: ndb	2290
type: ndb	2290
examples: ndb	2290
construction: movable	2291
construction: folding	2291
structure: moveable	2291
conversion: scalable	2291
construction: portable	2291
design: folding	2291
design: foldable	2291
storage: foldable	2291
functionality: foldable	2291
construction: collapsible	2291
construction: foldable	2291
construction: painted	2292
operation: operated	2292
construction: digged	2292
construction: constructed	2292
design: constructed	2292
construction: needs foundation	2292
construction: built	2292
construction: dug	2292
construction: replaced	2292
construction: buried	2292
construction: assembled	2292
installation: temporary	2293
construction: permanent	2293
design: temporary	2293
construction: suspended	2293
construction: temporary	2293
architecture: temporary	2293
function: maintained existing cables	2294
function: maintaining cables	2294
function: maintaining existing cables	2294
function: maintain existing cables	2294
purpose: maintaining cables	2294
function: maintaining equipment	2294
functionality: cable maintenance	2294
purpose: maintaining existing cables	2294
features: heated	2295
feature: sunroof	2295
feature: heated seats	2295
features: leather seats	2295
features: seat for passengers	2295
features: valet parking	2295
features: sunroof	2295
features: climate control	2295
features: heated seats	2295
type: arrival at a party	2296
context: at an event	2296
context: at a party	2296
context: at a meeting	2296
associated with: sport event	2297
used in: event	2297
related to: event	2297
associated with: project	2297
associated with: event	2297
uses: security	2298
purpose: for security	2298
responsibility: security	2298
goals: protection	2298
purpose: security screening	2298
used for: security	2298
purpose: security	2298
context: security	2298
security: important	2298
function: security	2298
purpose: national security	2298
method: sealing	2299
process: securing	2299
actions: secure	2299
method: insulating	2299
methods: protecting	2299
handling: securely	2299
purpose: securing	2299
process: unsecuring	2299
method: securing	2299
process: secure	2299
methods: preserving	2299
purposes: securing	2299
method: encrypting	2299
process: securely	2299
difficulties: ensuring a secure bond	2299
handling: securing	2299
widespread in: north america	2300
location: common in asia and africa	2300
use: common in africa and asia	2300
used in: north america	2300
common in: north america	2300
found in: north america	2300
popular in: north america	2300
production method: extraction from crude oil	2301
origin: refined from crude oil	2301
production: made from vegetable oil	2301
production method: refined from crude oil	2301
origin: extracted from natural gas	2301
production method: extracted from oil wells	2301
production: refined from crude oil	2301
origin: extracted from oil wells	2301
production: extracted from oil wells	2301
forms: crude oil	2301
production: extracted from oil	2301
sources: oil wells	2301
derived from: crude oil	2301
production: derived from crude oil	2301
origin: extracted from oil	2301
production: extracted from crude oil	2301
production method: extracted from oil	2301
used for: beach nourishment	2302
used for: beach replenishment	2302
usage: beach reclamation	2302
used for: constructing beach	2302
used for: beach restoration	2302
usage: beach nourishment	2302
uses: beach restoration	2302
method: patrol boats	2303
methods: submarine warfare	2303
methods: submarines	2303
method: naval ships	2303
tactics: using submarines	2303
methods: naval vessels	2303
method: submarines	2303
methods: cruising	2303
methods: aircraft	2303
audience: operator	2304
host: human	2304
user: driver	2304
user: student	2304
receiver: human	2304
operator: human	2304
person: visitor	2304
host range: plant	2305
host range: animal	2305
usage: ship	2306
usage: training	2306
usage: group	2306
usage: rescue	2306
usage: train	2306
usage: mainline	2306
usage: trade	2306
usage: patrol	2306
content: train	2307
contents: goods	2307
contents: bus	2307
contents: train	2307
contents: flight	2307
contents: fuel	2307
contents: time	2307
contents: cabin	2307
equipment: train platform	2308
equipment: train	2308
equipment: train tracks	2308
equipment: train cars	2308
equipment: vehicle	2308
equipment: trains	2308
equipment: train car	2308
example: ore	2309
examples: iron ore	2309
example: iron ore	2309
example of: iron ore	2309
track: uneven	2310
characteristics: can be slippery	2310
characteristics: elevated	2310
characteristics: unevenly graded	2310
physical characteristic: uneven	2310
characteristics: infrequent	2310
characteristic: even	2310
characteristics: variable width	2310
characteristics: uneven	2310
characteristics: tasteless	2310
condition: uneven	2310
characteristics: uniform width	2310
physical characteristic: uneven surface	2310
characteristics: repetitive	2310
social aspects: cosmopolitan	2311
culture: cosmopolitan	2311
population: cosmopolitan city	2311
population: diverse community	2311
atmosphere: cosmopolitan	2311
population: multicultural	2311
population: cosmopolitan	2311
influenced by: flexibility	2312
purpose: increasing accessibility	2312
benefits: increased accessibility	2312
purpose: increased accessibility	2312
advantages: increased accessibility	2312
purpose: accessibility	2312
purpose: increase accessibility	2312
usefulness: increased flexibility	2312
accessibility: printed copy	2312
accessibility: mobile app	2312
accessibility: readable and writable	2312
accessibility: easy	2312
accessibility: readable	2312
ethics: transparent	2313
ethics: confidential	2313
ethics: honest	2313
location: towns	2314
location: countries	2314
location: buildings	2314
location: port cities	2314
location: in cities	2314
location: industry	2314
location: cities	2314
type: villages	2314
type: cities	2314
locations: cities	2314
location: food	2314
locations: country	2314
locations: regional	2314
locations: in a specific region	2314
locations: city	2314
location: museums	2314
location: landmarks	2314
location: parks	2314
location: near cities	2314
ownership: private individuals	2315
ownership: public	2315
owned by: public	2315
ownership: shared	2315
ownership: private	2315
context: holding onto something	2316
meaning: retaining possession	2316
definition: holding or retaining possession	2316
definition: acting on behalf of	2316
definition: retaining possession or control of	2316
definition: to be in charge of	2316
definition: maintaining in a particular state	2316
owner: company	2317
ownership: government	2317
ownership: company	2317
ownership: corporate	2317
owner: government	2317
ownership: companies	2317
ownership: individual	2317
train component: leads a train	2318
location: leading the train	2318
purpose: leading a train	2318
function: leads the train	2318
function: leads a train	2318
responsibilities: leading the train	2318
operator: train operator	2319
operator: train engineer	2319
staff: train conductor	2319
driver: tow truck driver	2319
operator: train conductor	2319
operator: train driver	2319
staff: station master	2319
function: diverting trains	2320
role: guiding train	2320
purpose: stopping train	2320
function: guiding trains	2320
function: guiding planes	2320
functionality: guiding trains	2320
function: efficiently moving planes	2320
function: stabilize train	2320
function: guiding ships	2320
function: guiding vessels	2320
function: routing trains	2320
operator: machine operator	2321
operator: fisherman	2321
operator: skilled worker	2321
operator: researcher	2321
operator: skilled	2321
operator: engineer	2321
operator: driver	2321
operator: machine	2321
operator: mechanic	2321
operator: scientist	2321
operator: novice	2321
operator: certified	2321
operator: trained	2321
operator: experienced	2321
example: measuring sugar	2322
practical application: measuring ingredients	2322
everyday usage: measuring liquids in recipes	2322
application: measuring ingredients	2322
usage: measuring food	2322
common use: measuring ingredients	2322
example: measuring flour for baking	2322
common uses: measuring ingredients	2322
purpose: measuring ingredients	2322
use case: measuring ingredients	2322
usage: measuring ingredients	2322
symbol: l	2323
symbol: g	2323
symbol: gal	2323
symbol: t	2324
notation: t	2324
notation: metric	2324
reliant on: aircraft maintenance	2325
used for: maintaining equipment	2325
used for: aircraft testing	2325
used for: maintaining aircraft	2325
function: maintain aircraft	2325
used for: protecting aircraft	2325
operations: maintaining aircraft	2325
related to: aircraft maintenance	2325
used for: aircraft maintenance	2325
used for: piloting an aircraft	2325
violator: vehicle	2326
violator: driver	2326
violator: pedestrian	2326
violator: cyclist	2326
types: pedestrian	2327
types: passenger	2327
type: pedestrian	2327
types: vehicular	2327
control: pedestrian	2327
purpose: pedestrian	2327
traffic: trucking traffic	2328
traffic: international	2328
traffic: freight	2328
traffic: domestic	2328
traffic: industrial	2328
traffic: trucks	2328
traffic: trucking	2328
traffic: boating	2328
traffic: tankers	2328
traffic: cycling	2328
traffic: land transportation	2329
traffic: mixed traffic	2329
traffic: vehicle	2329
traffic: commuters	2329
traffic: cars	2329
traffic: vehicular	2329
traffic: multiple transportation modes	2329
traffic: roadway	2329
movement: roadway	2329
traffic: road	2329
traffic: goods	2329
traffic: bicyclist	2330
traffic type: bikes	2330
traffic type: bicycles	2330
traffic type: cars	2330
traffic type: pedestrians	2330
traffic: bike	2330
traffic type: trains	2330
noise: distortion	2331
signal integrity: noise	2331
signal integrity: distortion	2331
signal integrity: amplification	2331
signal integrity: attenuation	2331
communication skills: negotiation	2332
skills: communication	2332
skill: communication	2332
required skills: communication	2332
communication skills: written	2332
skills required: empathy	2332
skills required: business acumen	2332
skill set: communication	2332
skills required: communication	2332
skills: communicating with team	2332
communication skills required: strong	2332
skills required: strong communication	2332
skills required: leadership	2332
communication skills required: effective	2332
skill: communicating	2332
skills required: attention to detail	2332
skills: communication skills	2332
required skills: negotiation	2332
skillset: communication	2332
skills: communicating	2332
offenses: speeding over limit	2333
violated law: speed limit	2333
violated law: traffic signal	2333
violation of: road rules	2333
violated law: speed zone	2333
violated law: traffic code	2333
avoiding: obeying speed limit	2333
type of violation: failure to stop	2334
type of violation: failure to yield	2334
type: failure to stop	2334
type of infraction: failure to stop	2334
cause: failure to obey traffic signal	2334
type: failure to yield	2334
circumstances: texting while driving	2335
offenses: texting while driving	2335
violated law: no texting while driving	2335
cause: distracted driving	2335
drivers: distracted driver	2335
infraction: texting while driving	2335
circumstances: driving under influence	2335
type of offense: running red light	2336
traffic law: red light	2336
type of violation: running red light	2336
infraction: running red light	2336
type: running a red light	2336
offenses: running red light	2336
type: running red light	2336
type: traffic light violation	2336
operation: continuous monitoring	2337
monitoring: continuous	2337
operation: automatic tracking	2337
monitoring: feedback-based	2337
operation: automatic scanning	2337
operation: constant monitoring	2337
operation: day and night	2338
operational aspects: continuous operation	2338
operational characteristics: continuous operation	2338
operational aspect: 24/7 operation	2338
operation: 24/7 monitoring	2338
operations: 24/7 monitoring	2338
features: 24/7 operations	2338
operational characteristics: 24/7 monitoring	2338
operational aspects: 24/7 monitoring	2338
characteristics: 24/7 operations	2338
operations: 24/7 availability	2338
examples: singapore	2339
examples: in india	2339
examples: india	2339
examples: russia	2339
examples: south africa	2339
examples: australia	2339
examples: brazil	2339
example: india	2339
countries with: india	2340
countries with: russia	2340
countries with: australia	2340
associated with: waterways	2341
associated with: rivers	2341
components: waterways	2341
features: waterways	2341
associated with: waterway	2341
operational: motorized	2342
operational: riverine	2342
operations: riverine	2342
operation: riverine	2342
operational: river	2342
function: spans a body of water	2343
purpose: spanning a gap	2343
function: spans bodies of water	2343
function: spans waterways	2343
function: spans water	2343
construction: spanning water	2343
structure: waterway	2344
purpose: waterway	2344
used in: river	2344
use: waterways	2344
used in: waterways	2344
used in: waterway	2344
used for: renovating waterway	2344
usage: waterway construction	2344
used for: harbor	2344
purpose: navigable waterway	2344
used in: fan	2344
found in: waterway	2344
used in: canal	2344
used in: marina	2344
used in: canals	2344
component of: waterway infrastructure	2344
used in: harbor	2344
nature: airway	2344
history: used in canals	2345
history: used in modern canal systems	2345
component of: canal system	2345
design: specific to canal type	2345
history: used in modern canals	2345
building type: large structure	2346
size: multi-story	2346
building type: building	2346
building type: complex	2346
building type: public building	2346
building type: structure	2346
size: large structure	2346
structure: large building	2346
planning: strategy	2347
planning: tactical	2347
execution: strategic	2347
types: strategic	2347
approach: strategic planning	2347
planning: strategic	2347
type: flatbed	2348
shape: flatbed	2348
types: flatbed	2348
structure: flatbed	2348
design: flatbed	2348
characteristics: flat bed	2348
features: flat bed	2348
structure: flatcar	2348
safety features: traffic calming measures	2349
safety feature: reflective paint	2349
features: traffic calming measures	2349
function: traffic calming	2349
safety feature: speed bump	2349
functionality: traffic-calmed	2349
safety feature: traffic calming	2349
function: control traffic	2350
function: control flow of vehicles	2350
function: manage traffic flow	2350
control: controlling traffic flow	2350
function: control traffic movement	2350
function: direct traffic flow	2350
function: control traffic flow	2350
function: managing traffic	2350
function: regulate traffic	2350
function: controlling traffic flow	2350
function: control traffic safety	2350
goal: manage traffic flow	2350
function: managing traffic flow	2350
function: to control traffic flow	2350
function: diverting	2351
purpose: diverting traffic	2351
function: splitting traffic	2351
purpose: redirecting traffic	2351
functions: direct traffic	2351
function: redirecting traffic	2351
function: diverting traffic	2351
function: redirecting	2351
purpose: controlling traffic signals	2352
function: control traffic light	2352
function: control traffic signals	2352
function: regulate traffic signals	2352
function: control train's movement	2352
function: control traffic signal	2352
function: sets traffic rules	2352
function: control traffic lights	2352
responsibilities: manage traffic lights	2352
traffic management: managed by traffic police	2353
used for: controlling traffic	2353
used for: traffic control	2353
used for: traffic merging	2353
used in: traffic management	2353
used in: traffic lights	2353
used in: traffic control	2353
used for: traffic flow	2353
traffic monitoring: traffic cameras	2353
function: train stop	2354
traffic flow: stop	2354
function: stop for trains	2354
function: stop traffic	2354
function: stops traffic	2354
function: display traffic rules	2354
goal: regulate traffic flow	2355
purpose: managing traffic	2355
purpose: to manage traffic	2355
importance: maintaining traffic flow	2355
purpose: manage traffic flow	2355
purpose: maintain traffic flow	2355
purpose: orderly traffic flow	2355
responsibility: regulating traffic	2355
function: regulates traffic	2355
objective: regulate traffic flow	2355
purpose: to manage traffic flow	2355
responsibilities: regulating traffic	2355
purpose: control traffic flow	2355
purpose: to control traffic flow	2355
purpose: managing traffic flow	2355
purpose: regulating traffic flow	2355
purpose: regulating traffic	2355
purpose: directing traffic flow	2355
function: regulate traffic flow	2355
function: regulating traffic movement	2355
function: regulating traffic	2355
purpose: to control traffic	2355
purpose: direct traffic flow	2355
purpose: regulate traffic	2355
functionality: stopping traffic	2355
purpose: controlling traffic flow	2355
functions: regulating traffic	2355
function: regulates traffic flow	2355
purpose: facilitating traffic flow	2355
purpose: to regulate traffic flow	2355
importance: orderly traffic flow	2355
significance: regulates traffic flow	2355
purpose: set traffic rules	2355
purpose: to regulate traffic	2355
function: regulating traffic flow	2355
purpose: controlling traffic	2355
purpose: regulate traffic flow	2355
functions: regulating traffic laws	2355
type: general cargo	2356
type: bulk cargo	2356
mode: dry bulk	2356
type: bulk goods	2356
type: dry bulk	2356
type: dry cargo	2356
size: bulk cargo	2356
type: bulk shipping	2356
type: cargo handling	2356
type: specialized cargo	2356
type: dry cargo hold	2356
type: containerized cargo	2356
container type: bulk carrier	2356
mode: liquid bulk	2356
specialization: passenger transport	2357
specialization: bulk cargo	2357
specialization: tanker operations	2357
specialization: liquid cargo	2357
specialization: tower control	2357
specialization: dry cargo	2357
specialization: passenger vessels	2357
specialization: container shipping	2357
types of goods: grains	2358
types of cargo: oil	2358
types of cargo: dry goods	2358
types of cargo: bulk cargo	2358
types of goods: liquids	2358
types of goods: bulky items	2358
types of goods: project cargo	2358
types of goods: specialized cargo	2358
types of cargo: grains	2358
types of cargo: liquids	2358
types of cargo: liquid goods	2358
types of cargo: liquid cargo	2358
types of goods: liquid cargo	2358
types of goods: breakbulk goods	2358
types of goods: dry goods	2358
types of cargo: vehicles	2358
types of cargo: liquid	2358
types of cargo: bulk commodities	2358
types of cargo: heavy equipment	2358
types of cargo: crude oil	2358
cargo types: revenue cargo	2358
types of cargo: bulk	2358
types of goods: bulk goods	2358
types of cargo: bulk goods	2358
types of cargo: dry cargo	2358
cargo types: bulk goods	2358
example of: bulk cargo	2358
cargo types: bulk cargo	2358
types of goods: bulk cargo	2358
types of cargo: grain	2358
types: bulk cargo	2358
transportation methods: bulk cargo	2359
features: bulk cargo	2359
characteristics: bulk	2359
characteristics: mixed cargo	2359
function: bulk cargo	2359
design: bulk cargo	2359
operation: bulk cargo	2359
contents: bulk cargo	2359
methods: bulk cargo	2359
characteristics: bulk cargo	2359
design: stronger and heavier	2360
design: tank-like	2360
design: bumpy	2360
design: boxy shape	2360
design: boxy	2360
design: bulky shape	2360
design: bulky tires	2360
design: bulky appearance	2360
design: muscular	2360
design: bulky	2360
shape: bulky	2360
output method: monitor	2361
use: display	2361
output method: projector	2361
output method: display	2361
output method: screen	2361
output: display	2361
mechanisms: protein interaction	2362
mechanisms: messenger rna	2362
mechanisms: signal transduction	2362
types: cell signalling	2362
regulation: receptors	2362
mechanism: signal reception	2362
mechanism: signal transmission	2362
mechanisms: signal amplification	2362
function: communication between neurons	2363
function: communication between cells	2363
function: communicating between neurons	2363
function: communicating between cells	2363
direction: from neuron to neuron	2363
definition: combining different modes	2364
definition: combination of different modes	2364
definition: combines multiple modes	2364
definition: using multiple modes	2364
definition: combining modes	2364
authority: industry organization	2365
authority: carrier	2365
authority: regulatory body	2365
regulatory body: government agency	2365
authority: government agency	2365
jurisdiction: regulatory agency	2365
organization: regulatory body	2365
authority: third-party certifier	2365
regulatory body: industry association	2365
organization: administrative body	2365
actors: government agencies	2366
actors: regulator	2366
regulatory bodies: government agencies	2366
involved parties: regulatory bodies	2366
actors: regulatory agency	2366
actors: industry associations	2366
actors: regulators	2366
entities involved: regulatory bodies	2366
actors: regulatory bodies	2366
regulatory bodies: international authorities	2366
regulatory bodies: industry organizations	2366
popular brands: vespa	2367
popular models: ford ranger	2367
manufactured by: chevrolet	2367
industry: manufactured by chevrolet	2367
brand: chevrolet	2367
manufacturers: chevrolet	2367
common brands: chevrolet	2367
popular brands: chevrolet	2367
brands: chevrolet	2367
popular models: chevrolet colorado	2367
manufacturers: ram	2368
