	0	1
26126	designated for: dry goods	907
26127	designated for: liquid cargo	1848
26128	designated for: heavy machinery	1389
26129	principle: echoes	520
26130	height: visible	2094
26131	visibility: clear view	831
26132	visibility: panoramic view	2642
26133	construction: metallic	8
26134	type: freight forwarder	796
26135	responsibilities: loading and unloading	3149
26136	responsibilities: tracking shipments	1142
26137	responsibilities: ensuring delivery	1911
26138	requirements: regulatory compliance	1912
26139	goals: on-time delivery	1773
26140	operational status: operational	2991
26141	operational status: closed	2991
26142	operational status: under construction	1649
26143	location: mountainous	1332
26144	traffic volume: very high	42
26145	function: constructing offshore structures	2038
26146	function: repairing oil rigs	801
26147	use: offshore construction	2038
26148	use: shipbuilding	3028
26149	use: heavy industry	739
26150	event: reaching a place	2834
26151	method: by walk	1576
26152	place: port	113
26153	place: city	2162
26154	place: country	2695
26155	person: tourist	2039
26156	person: businessman	688
26157	person: student	2040
26158	circumstances: with luggage	544
26159	circumstances: with friends	1307
26160	circumstances: with family	1888
26161	circumstances: after a long trip	3050
26162	circumstances: after a journey	3050
26163	type: railway infrastructure	333
26164	type: transportation system	294
26165	features: multiple lanes	2398
26166	uses: passenger transportation	2513
26167	uses: freight transportation	2222
26168	benefits: improved safety	744
26169	challenges: complex maintenance	1554
26170	challenges: land acquisition	1554
26171	examples: high-speed rail	1581
26172	examples: freight rail network	2500
26173	mode: lake	265
26174	size: fast	310
26175	size: slow	1622
26176	propulsion: oar	88
26177	used for: local commerce	403
26178	features: wheelhouse	1218
26179	features: anchorage	121
26180	characteristics: regulated by government	2041
26181	characteristics: liable for loss or damage	2895
26182	types: railroad	2500
26183	responsibilities: to transport goods or people safely	420
26184	responsibilities: to maintain equipment	1653
26185	responsibilities: to provide customer service	2737
26186	impact: convenience	1914
26187	impact: job creation	1246
26188	purpose: lightweight	2827
26189	purpose: standardization	1359
26190	advantages: flexibility	980
26191	industry: networking	1263
26192	industry: database management	2406
26193	use: shipping cargo	907
26194	origin: railway industry	2464
26195	origin: transportation	1238
26196	commonly used for: moving heavy loads	1326
26197	commonly used for: shipping goods	907
26198	function: produces electricity	63
26199	function: powers home	1705
26200	function: charges phone	2325
26201	usage: stationary	1571
26202	component: switch	58
26203	power source: battery-powered	394
26204	type: lighting	2042
26205	activity: storing	435
26206	usage: making plastics	2043
26207	properties: highly viscous	2691
26208	origin: oil well	1395
26209	origin: natural source	383
26210	benefits: convenient	284
26211	benefits: affordable	1939
26212	benefits: widely available	1527
26213	drawbacks: polluting	2236
26214	drawbacks: non-renewable	755
26215	drawbacks: expensive to extract	2494
26216	capacity: carrying heavy loads	531
26217	definition: group of similar objects	1524
26218	properties: has a member	69
26219	properties: has a union	2858
26220	theories: naive set theory	2044
26221	theories: zermelo-fraenkel set theory	2044
26222	theories: axiomatic set theory	2044
26223	type: fixed dock	1915
26224	requirements: wind direction	2741
26225	requirements: tide	537
26226	process: unberthing	2911
26227	vessel type: ocean liner	2085
26228	vessel type: cruise ship	1981
26229	functions: collecting tolls	1273
26230	structure: departmental hierarchy	1005
26231	process: handling	2045
26232	cargo capacity: small	301
26233	crew size: small	921
26234	crew size: medium	921
26235	crew size: large	155
26236	application: measuring volume of a container	2109
26237	methods of measurement: displacement	3153
26238	methods of measurement: pipette	1154
26239	methods of measurement: calibration	3099
26240	methods of measurement: calipers	1154
26241	flight mechanism: lift	95
26242	flight mechanism: gravity	2866
26243	control system: rudder	91
26244	control system: elevator	2144
26245	control system: ailerons	74
26246	performance: slow speed	3
26247	performance: long gliding distance	1219
26248	construction: durable material	2900
26249	pilot requirements: special training	2680
26250	type: social	2227
26251	goal-oriented: aiming for a specific outcome	2902
26252	goal-oriented: goal-directed	2902
26253	voluntary: conscious	1430
26254	may involve: problem-solving	351
26255	may involve: decision-making	2080
26256	may involve: resource allocation	2402
26257	outcome: adaptation	3100
26258	component: track	865
26259	function: convey	2326
26260	function: connect	481
26261	size: bulky	1492
26262	capacity: holding many containers	2046
26263	features: many compartments	993
26264	features: lifting equipment	704
26265	goal: ensuring compliance	1912
26266	goal: maintaining public health	496
26267	goal: protecting environment	2166
26268	participants: government	2815
26269	participants: regulatory agency	1497
26270	participants: industry	2913
26271	participants: public	1763
26272	participants: ngo	982
26273	types: legislative	2548
26274	types: executive	352
26275	types: judicial	946
26276	characteristics: fair	3130
26277	characteristics: effective	1826
26278	influencing factors: public opinion	1777
26279	influencing factors: scientific research	668
26280	influencing factors: lobbying	193
26281	influencing factors: budget constraints	2196
26282	influencing factors: international agreements	1157
26283	function: putting out fires	1709
26284	features: emergency lights	3125
26285	types: blinking red	2265
26286	material: electronic	2480
26287	color scheme: red for stop	2935
26288	color scheme: yellow for caution	83
26289	color scheme: green for go	292
26290	operation: synchronized	2991
26291	importance: flow	1802
26292	used for: serving as a recreational area	2838
26293	characteristics: subject to waves	3097
26294	characteristics: can be slippery	2555
26295	propulsion: gasoline-powered	3138
26296	characteristics: loud	906
26297	design: tricycle gear	2768
26298	era: classic	237
26299	property: large	2030
26300	property: small	2030
26301	property: finite	1619
26302	property: infinite	1427
26303	location: atmosphere	1600
26304	aspect: natural	1903
26305	aspect: man-made	223
26306	aspect: urban	2774
26307	aspect: rural	140
26308	related actions: landing	621
26309	related actions: descending	1222
26310	related actions: arriving	1921
26311	required conditions: clear sky	1118
26312	required conditions: good weather	1118
26313	required conditions: no obstacles	630
26314	device: airplane	1011
26315	tools: gps receiver	1374
26316	skills: finding direction	2672
26317	vehicle type: minibus	312
26318	used for: shuttling	338
26319	type: space	792
26320	features: furniture	1035
26321	location: aft	1404
26322	furniture type: bed	102
26323	furniture type: table	1854
26324	furniture type: chair	2807
26325	furniture type: cabinet	1035
26326	furniture type: shelf	664
26327	function: transport crew	2640
26328	operation: near oil rigs	2451
26329	operation: in international waters	2451
26330	purpose: assist oil industry	1210
26331	purpose: support offshore operations	104
26332	parts: hub	2587
26333	parts: spokes	2330
26334	design: spoke	2330
26335	design: rimless	1228
26336	purpose: handling	2045
26337	placement: on vehicle	1682
26338	placement: in garage	495
26339	placement: on roadside	78
26340	enforcement: police officers	3136
26341	communication: road signs	2935
26342	communication: traffic signals	2571
26343	communication: driver instructions	1561
26344	planning: traffic engineering	1990
26345	planning: road design	1628
26346	planning: traffic management	1990
26347	control types: fixed time	2909
26348	control types: actuated	2108
26349	control types: coordinated	2108
26350	monitoring: traffic monitoring systems	2598
26351	monitoring: traffic data analysis	1990
26352	monitoring: traffic flow management	1990
26353	headquarters: region	2695
26354	revenue: billions	1513
26355	revenue: millions	1513
26356	revenue: large scale	1513
26357	type: flight path	817
26358	type: airway	1346
26359	type: route network	1390
26360	features: direct	2421
26361	features: indirect	2421
26362	features: with layovers	1704
26363	length: transcontinental	695
26364	maintained by: air traffic control	887
26365	maintained by: airline	1704
26366	maintained by: aviation authority	2005
26367	location: international trade	3135
26368	infrastructure: warehousing	61
26369	operations: round-the-clock	2991
26370	operations: high-capacity	828
26371	facilities: loading equipment	332
26372	facilities: storage areas	296
26373	operation: international trade	1788
26374	purpose: support economy	1706
26375	used for: measuring room size	2983
26376	used for: measuring container capacity	2109
26377	commonly used in: furniture making	37
26378	commonly used in: shipping	907
26379	conversion to: cubic inches	2748
26380	category: infrastructure	2047
26381	associated with: railway track	3074
26382	associated with: engineer	1469
26383	facilities: water supply	732
26384	regulation: subject to permits	2535
26385	regulation: enforced by authorities	2718
26386	color: daymark	83
26387	color: nightmark	1351
26388	color: reflective	1537
26389	usage: floating	628
26390	category: industrial	961
26391	function: shipping oil	338
26392	features: wheeled	1742
26393	used for: moving hazardous materials	1326
26394	used for: shipping food products	907
26395	operated by: railway	1357
26396	operated by: chemical plants	324
26397	structure type: arch	468
26398	structure type: truss	697
26399	function: connecting land	232
26400	location: train track	2048
26401	support: pier	122
26402	support: column	702
26403	support: abutment	702
26404	function: provides location	1539
26405	function: provides navigation	1296
26406	signal type: pulsed signal	471
26407	installation: on ground	2130
26408	installation: on airfield	149
26409	installation: on water	2130
26410	definition: not military	2686
26411	function: connect ports	372
26412	function: global trade	1926
26413	operations: port calls	1055
26414	operations: voyages	1423
26415	operations: shipping routes	862
26416	history: important in global economy	2822
26417	history: regulated by international law	2253
26418	employees: stewards	3007
26419	challenges: economies of scale	1234
26420	definition: right of a country's ships to engage in coastal trade	2112
26421	origin: from french 'caboter'	2049
26422	origin: from dutch 'caboter'	2049
26423	purpose: to promote national economy	1706
26424	purpose: to ensure national security	1412
26425	examples: shipping of goods between different ports within a country	2657
26426	examples: tourism and cruise industry	2385
26427	regulations: regulated by national laws and international treaties	657
26428	regulations: subject to restrictions and taxes	2281
26429	function: showing magnetic field	2110
26430	physical characteristic: fixed structure	52
26431	physical characteristic: portable	1178
26432	purpose: temporary crossing	467
26433	structure: suspension	2182
26434	assembly: easy to set up	2751
26435	assembly: quick deployment	1096
26436	structure: artificial	2867
26437	maintenance: constant	1986
26438	operations: working in deep water	2482
26439	operations: working in rough seas	2151
26440	equipment: cable laying machines	1857
26441	staff: trained crew	1840
26442	staff: specialized technicians	2302
26443	function: provide protection	834
26444	function: offer seating	1930
26445	function: display information	2481
26446	purpose: wait for public transportation	660
26447	purpose: seek refuge	1899
26448	purpose: obtain information	658
26449	aircraft types: fighter jets	2277
26450	aircraft types: helicopters	450
26451	aircraft types: bombers	2277
26452	maintenance: storage	934
26453	type: rail vehicle	969
26454	found in: railway track	1538
26455	found in: city center	2137
26456	vehicle type: equipment	527
26457	operated by: volunteer	2663
26458	characteristics: colorful	2050
26459	operational: anchored	123
26460	operational: sailing	1225
26461	operational: moored	2051
26462	fuel: hybrid	1877
26463	specific impulse: high	2540
26464	specific impulse: low	2540
26465	design: cooling coils	1640
26466	features: adjustable shelves	664
26467	features: ice trays	2659
26468	methods: using glue	667
26469	methods: using nails	162
26470	methods: using screws	836
26471	methods: using magnets	1792
26472	purposes: to hold together	2116
26473	purposes: to fix	163
26474	purposes: to join	666
26475	fields: construction	1665
26476	fields: design	2837
26477	tools: glue gun	1542
26478	tools: magnet	529
26479	characteristics: common in many countries	3112
26480	history: popular in europe and north america	1818
26481	types: high-speed railway	1581
26482	purpose: economy	778
26483	purpose: society	2861
26484	use: power generation	737
26485	safety concerns: explosive	2248
26486	safety concerns: flammable	542
26487	production process: crude oil	2946
26488	operations: polar	2451
26489	operations: space-based	159
26490	structure: hopper-shaped storage	841
26491	operation: moving along water	511
26492	operation: discharging sediment	170
26493	use: harbors	686
26494	use: waterways	2760
26495	use: coastal protection	2052
26496	characteristics: powerful engines	2292
26497	purpose: tax payment	2335
26498	required for: law enforcement	1569
26499	information contained: vehicle details	2053
26500	information contained: owner's name	2826
26501	information contained: contact information	2054
26502	structure: supporting ship's superstructure	1612
26503	function: protecting crew	2174
26504	function: withstanding weather	855
26505	safety: emergency exits	1318
26506	type: camel	1936
26507	historical significance: ancient technology	1041
26508	historical significance: used by ancient civilizations	2067
26509	modern usage: ecotourism	2385
26510	modern usage: sustainable transportation	1945
26511	definition: disease causing agent	178
26512	mode of transmission: vector	673
26513	units: feet	2111
26514	units: meters	493
26515	types: cable gauge	1857
26516	importance: influences track maintenance	180
26517	variations: different eras	237
26518	standardization: international railway track gauge	1933
26519	standardization: united nations	1359
26520	definition: 1,000 pounds	1553
26521	notation: t	1472
26522	notation: tonne	2006
26523	vessel: ferry	965
26524	container: dry	3044
26525	container: reefer	209
26526	container: bulk	2525
26527	operator: freight forwarder	796
26528	logistics: door-to-door	2976
26529	logistics: port-to-port	2657
26530	logistics: breakbulk	2016
26531	document: bill of lading	1645
26532	document: commercial invoice	1645
26533	document: shipping receipt	1645
26534	usage: oil and gas production	3070
26535	usage: energy distribution	737
26536	purpose: logistics management	198
26537	scope: company-specific	2593
26538	responsibility: shipping company	3149
26539	responsibility: logistics provider	3094
26540	responsibility: customer	291
26541	frequency: per shipment	1138
26542	audience: customer service	1643
26543	audience: accounting	2812
26544	employees: healthcare professionals	2092
26545	type: water bike	1862
26546	content: goods description	194
26547	usage: trucking industry	337
26548	usage: import/export	2508
26549	important details: shipping date	196
26550	important details: destination	573
26551	important details: carrier name	1973
26552	profession: representative	851
26553	profession: intermediary	1721
26554	function: arranges	2550
26555	function: coordinates	2782
26556	responsibilities: logistics planning	3094
26557	education: marine business	1979
26558	education: shipping law	2551
26559	education: commerce	222
26560	services: airline check-in	2126
26561	security measures: security checks	1507
26562	management: management team	1908
26563	management: staff	1908
26564	conversion: 2000 pounds	1553
26565	distinguished from: metric ton	2139
26566	definition: uncontainerized cargo	750
26567	definition: heavy load	490
26568	types of goods: ores	2055
26569	types of goods: oil	502
26570	importance: environmentally critical	248
26571	logistics: bulk terminals	2756
26572	logistics: loading and unloading	1508
26573	logistics: storage facilities	296
26574	used for: marine construction	2038
26575	design: rectangular	477
26576	security: secured with seal	1172
26577	components: roof	1708
26578	physical characteristic: dirt	210
26579	physical characteristic: sand	2554
26580	physical characteristic: grass	684
26581	physical characteristic: uneven surface	1511
26582	use: temporary use	2235
26583	condition: soft	211
26584	location: small airport	694
26585	alternative: tarmac	2833
26586	safety concern: dust	2502
26587	safety concern: potholes	2555
26588	safety concern: uneven surface	2555
26589	economic importance: commerce	2425
26590	economic importance: shipping	1938
26591	features: shipping containers	2945
26592	activities: import	267
26593	activities: export	267
26594	function: trade hub	2959
26595	function: economic center	2959
26596	mode of transport: subway	1380
26597	route type: commuter	2844
26598	route type: highway	2056
26599	length: route network	1390
26600	maintenance: irregular	1986
26601	physical characteristics: large size	1
26602	physical characteristics: heavy weight	720
26603	physical characteristics: strong engine	1738
26604	purpose: providing towing services	204
26605	features: strong propulsion	3138
26606	infrastructure: tanks	2478
26607	services: loading	880
26608	services: unloading	881
26609	services: handling	2045
26610	operations: regulations	1256
26611	definition: compatible with multiple trains	3026
26612	types: broad and standard gauge	2057
26613	types: narrow and standard gauge	2057
26614	advantages: reduced infrastructure	1659
26615	challenges: engineering complexity	1554
26616	challenges: higher initial cost	1377
26617	challenges: maintenance difficulties	1554
26618	locations: brazil	1865
26619	domain: real estate	220
26620	domain: insurance	1863
26621	domain: import/export	111
26622	responsibilities: represent client	2058
26623	responsibilities: handle transactions	864
26624	responsibilities: provide advice	239
26625	features: canal banks	2243
26626	history: commercial	1130
26627	engineering feat: ambitious	1348
26628	economic impact: development	1363
26629	amenities: office space	59
26630	usage: corporate functions	1292
26631	usage: private parties	3078
26632	ownership: private individuals	1466
26633	ownership: companies	1467
26634	ownership: celebrities	1467
26635	function: pulls	203
26636	function: leads	1152
26637	characteristic: strong	68
26638	characteristic: powerful	507
26639	characteristic: important	385
26640	movement: moves	1418
26641	movement: propels	2757
26642	movement: pulls	203
26643	relation: connected	2059
26644	relation: attached	2059
26645	relation: linked	2059
26646	power source: third rail	2758
26647	equipment: electric locomotive	1016
26648	equipment: electric train	1016
26649	equipment: electric tram	0
26650	function: move goods	705
26651	range: heavy	720
26652	range: light	884
26653	example: weight of an object	1018
26654	example: mass of a substance	1851
26655	example: amount of sugar in a recipe	2553
26656	function: air traffic	1304
26657	surface: rough	1511
26658	functionality: supplying fuel	2532
26659	functionality: powering industries	737
26660	content: airports	728
26661	purpose: trip coordination	1656
26662	search criteria: origin and destination	573
26663	search criteria: date range	849
26664	search criteria: flight duration	2994
26665	search criteria: airline	1784
26666	search criteria: class of service	2469
26667	advantages: efficient at high altitudes	1219
26668	history: invented by sir frank whittle	1041
26669	history: first used in world war ii	872
26670	type: historic	2851
26671	era: colonial	130
26672	era: industrial	237
26673	characteristics: wooden	2544
26674	characteristics: sail-powered	2060
26675	characteristics: armed	1306
26676	features: drying racks	2611
26677	features: blubber storage	2445
26678	historic significance: cultural importance	2797
26679	historic significance: exploitation controversy	1293
26680	purpose: showing the way	238
26681	field: leadership	3162
26682	field: navigation	1929
26683	goal: achieving a goal	2272
26684	goal: overcoming a challenge	876
26685	goal: making a decision	2242
26686	context: academic	1562
26687	definition: separation	1397
26688	function: divides spaces	2790
26689	function: strengthens structure	2061
26690	location: submarine	2198
26691	design: insulating	703
26692	purpose: structural integrity	2183
26693	purpose: partitioning	2062
26694	type: jib crane	249
26695	features: electrical or hydraulic power	3117
26696	uses: loading and unloading cargo	1771
26697	uses: repair work	163
26698	design: fixed or mobile	1310
26699	design: manual or automated	2837
26700	use: communication	390
26701	use: control	244
26702	example: radio transmission	1827
26703	example: internet signal	471
26704	physical form: electromagnetic wave	32
26705	physical form: electrical signal	1393
26706	purpose: guide ships	135
26707	purpose: avoid obstacles	1476
26708	characteristics: marked	708
26709	usage: by ships	617
26710	usage: for navigation	1296
26711	structure: operated by hand	2711
26712	structure: controlled by machinery	2867
26713	operating mechanism: lifts and lowers	1396
26714	operating mechanism: slides horizontally	2711
26715	purpose: conveying information	522
26716	methods: verbal	1803
26717	methods: nonverbal	1728
26718	methods: visual	712
26719	methods: auditory	1372
26720	types: traffic	1475
26721	types: alarm	1946
26722	types: signal light	2265
26723	signal source: person	1373
26724	signal source: machine	655
26725	signal source: device	1164
26726	signal receiver: person	715
26727	signal receiver: machine	1164
26728	signal receiver: device	1164
26729	signal medium: air	184
26730	signal medium: wire	320
26731	signal medium: wireless	2562
26732	signal medium: light	884
26733	signal duration: short	471
26734	signal duration: long	471
26735	signal frequency: high	2497
26736	signal frequency: low	471
26737	height: very tall	361
26738	height: adjustable	2094
26739	used for: loading ships	1809
26740	features: electric motor	1786
26741	types: sea-port	113
26742	vehicle type: plane	909
26743	skills: maintenance	142
26744	skills: navigation	2672
26745	responsibilities: safeguarding	1028
26746	communication: email	2063
26747	communication: in person	2617
26748	traffic law: yield sign	1402
26749	driver: driver	2064
26750	driver: vehicle	2064
26751	driver: operator	2064
26752	violation level: minor	1192
26753	violation level: major	1192
26754	violation level: serious	1192
26755	punishment: points	2904
26756	punishment: insurance increase	528
26757	purpose: detecting and tracking	1322
26758	purpose: weather monitoring	258
26759	equipment: antennae	34
26760	frequency: high frequency	2984
26761	frequency: low frequency	2984
26762	data processing: computerized	2925
26763	data processing: manual	627
26764	usage: civilian	2065
26765	usage: weather forecasting	2323
26766	operation: produces mechanical motion	2564
26767	applications: medical equipment	2066
26768	characteristics: high-torque	406
26769	definition: not standard gauge	2871
26770	standard: 1524 mm	2673
26771	standard: 1676 mm	2673
26772	advantages: can handle heavier loads	2926
26773	advantages: better suited for rough terrain	2426
26774	history: still in use today	1819
26775	size: pocket-sized	1268
26776	usage: smoking	2621
26777	historical significance: invented in 1823	1817
26778	historical significance: used in ancient times	2067
26779	type: gallery car	2201
26780	type: observation car	2201
26781	purpose: provide scenic views	2642
26782	purpose: offer dining experience	549
26783	located in: train	411
26784	located in: railway network	1357
26785	used for: scenic train rides	788
26786	used for: food and beverage service	748
26787	shape: ceiling mounted	892
26788	shape: tabletop	2625
26789	shape: pendant	758
26790	placement: indoor	536
26791	placement: outdoor	893
26792	placement: hallway	727
26793	surface: wavy	1574
26794	surface: ruffled	1574
26795	surface: calm	3035
26796	depth: freshwater	2583
26797	depth: saltwater	2583
26798	characteristics: refreshing	2846
26799	characteristics: cooling	804
26800	characteristics: soothing	2584
26801	characteristics: invigorating	2531
26802	equipment: processors	1267
26803	features: freezers	1169
26804	features: processing rooms	1440
26805	function: enables boat passage	1040
26806	operation: water flows in	2068
26807	operation: water flows out	2068
26808	purpose: allows boats to travel	1040
26809	types: seaward lock	2470
26810	traffic: bicyclist	1475
26811	operation: peak hour	2070
26812	operation: off-peak hour	2070
26813	maintenance: constructing	142
26814	safety features: speed limits	910
26815	safety features: traffic signs	2192
26816	hazard: causes fire	277
26817	hazard: causes explosion	2765
26818	hazard: causes chemical reaction	2765
26819	hazard: causes environmental damage	2502
26820	handling: use proper equipment	2069
26821	storage: store in designated area	1664
26822	storage: keep away from heat	2626
26823	storage: keep away from open flame	2626
26824	storage: keep away from children	1664
26825	transportation: transport in special vehicles	1736
26826	transportation: follow special regulations	1238
26827	transportation: label and mark	197
26828	purpose: cargo hold	2674
26829	features: fire suppression system	2721
26830	location: near public transportation	1295
26831	services: bus service	1251
26832	services: train service	425
26833	infrastructure: parking lots	2396
26834	operation: off-peak hours	2070
26835	operation: seasonal schedule	2897
26836	function: redirecting	2563
26837	example: nile delta	286
26838	example: port of rotterdam	2881
26839	example: grand canal of china	733
26840	characteristics: unstructured	599
26841	type: tractor-trailer	189
26842	use: long-distance transportation	2071
26843	use: construction site	242
26844	driver needs: special license	3132
26845	driver needs: training	1654
26846	driver needs: experience	799
26847	environmental impact: emits pollutants	2072
26848	environmental impact: contributes to traffic congestion	2202
26849	usage: by drivers	336
26850	usage: by pedestrians	2073
26851	usage: by cyclists	2354
26852	safety: ensure safe traffic flow	2906
26853	safety: prevent accidents	744
26854	signaling: stop	1884
26855	signaling: go	1885
26856	signaling: caution	1317
26857	width: standard gauge	742
26858	width: narrow gauge	2057
26859	width: broad gauge	2800
26860	maintenance: replacing worn parts	142
26861	maintenance: repairing damaged sections	142
26862	history: historic significance	2851
26863	history: built in the past	2823
26864	purpose: providing entertainment	6
26865	purpose: connecting islands	232
26866	definition: goods or equipment carried on the deck of a ship	619
26867	types: trailers	1409
26868	types: cars	188
26869	types: machinery	1952
26870	loading: carefully loaded to prevent damage	2506
26871	loading: secured to prevent shifting	793
26872	unloading: carefully unloaded to prevent damage	881
26873	unloading: equipment required for lifting	1771
26874	disadvantages: weather dependent	3057
26875	disadvantages: risk of damage	534
26876	used for: supporting construction	702
26877	principle: uses combustion	2391
26878	principle: utilizes bernoulli's principle	2499
26879	key features: high speed	952
26880	key features: high pressure	3109
26881	key features: efficient	629
26882	type: lift	2528
26883	function: moving loads	1632
26884	function: transferring goods	774
26885	function: testing	813
26886	function: measuring	3153
26887	function: assessing	2883
26888	type: prototype	3042
26889	features: detailed	2018
26890	used for: testing aerodynamics	2648
26891	used for: measuring drag coefficient	2224
26892	used for: evaluating car design	2570
26893	environment: congested	2774
26894	environment: empty	2231
26895	function: one-way traffic flow	1051
26896	function: driving direction	1335
26897	road type: expressway	2056
26898	use: emergency vehicle	150
26899	maintenance: congested	2795
26900	regulation: lane marking	2192
26901	category: off-road	3008
26902	size: smaller than a regular truck	1282
26903	weight: lighter	2233
26904	engine: smaller	1932
26905	engine: less powerful	3168
26906	wheelbase: shorter	2252
26907	used for: small loads	793
26908	used for: rural areas	2216
26909	typical uses: farming	1586
26910	typical uses: construction	137
26911	typical uses: outdoor activities	588
26912	implementation: seizure of ships	341
26913	location: specific ports	505
26914	location: entire country	2172
26915	history: used as diplomatic tool	1544
26916	effect: humanitarian impact	1684
26917	function: supporting economy	1706
26918	types: terminus	363
26919	types: transfer	1379
26920	characteristics: secluded	140
26921	activities: boarding	541
26922	activities: alighting	95
26923	activities: waiting	897
26924	activities: transferring	1379
26925	definition: electrical impulse	1392
26926	definition: nerve conduction	2448
26927	functions: communication	390
26928	functions: control	244
26929	properties: electrical	2952
26930	properties: chemical	1338
26931	properties: rapid	928
26932	definition: moving goods or people	1956
26933	benefits: reduces congestion	2628
26934	benefits: lowers emissions	1252
26935	benefits: increases efficiency	2629
26936	movement: stopping at stations	2941
26937	design: spacious	891
26938	use: commuting	614
26939	use: traveling	110
26940	use: touring	1595
26941	services offered: freight	612
26942	services offered: cargo	917
26943	functions: issuing driver's licenses	1103
26944	budget: allocated personnel	2196
26945	structure: hierarchical organization	1101
26946	structure: divided into sections	1101
26947	operation: navigating through ports	1588
26948	operation: carrying cargo	322
26949	usage: shipping cars from factory to market	2657
26950	usage: transporting vehicles during war	2640
26951	usage: providing international trade	1926
26952	functionality: moving people	335
26953	functionality: moving goods	705
26954	functionality: connecting countries	1289
26955	functionality: efficient	629
26956	functionality: convenient	284
26957	organization: public transportation	560
26958	organization: individual	2750
26959	function: connecting states	285
26960	purpose: increasing economic growth	2311
26961	users: drivers	631
26962	users: truckers	337
26963	users: tourists	2039
26964	size: capacity of millions of gallons	2601
26965	design: self-cleaning	1794
26966	environmental impact: emission of pollutants	2839
26967	fare: fixed price	2074
26968	fare: distance-based	2074
26969	fare: time-based	2074
26970	features: wheelchair accessibility	271
26971	features: real-time information	2075
26972	features: smart traffic management	2598
26973	function: minerals	942
26974	purpose: production	2076
26975	industry category: automotive	552
26976	industry category: transportation	1691
26977	industry category: manufacturing	1177
26978	purpose: to impose economic sanctions	2575
26979	purpose: to weaken enemy's economy	2770
26980	purpose: to protect national interests	2019
26981	methods: seizure of ships	341
26982	methods: interdiction of cargo	1895
26983	history: criticized for humanitarian impact	1684
26984	form: pellet	2089
26985	purpose: industrial production	2076
26986	handling: storage	435
26987	purpose: navigable waterway	1677
26988	purpose: facilitates maritime trade	1025
26989	purpose: saves time and fuel	1692
26990	features: wide waterway	1677
26991	features: shallow draft	2583
26992	maintenance: buoyage	2299
26993	maintenance: channel marking	2299
26994	usage: environmental friendly	3160
26995	location: parks	3102
26996	location: beachside	2131
26997	location: campground	1179
26998	type of vessel: large	9
26999	type of vessel: commercial	168
27000	type of vessel: deep-sea	339
27001	function: harvesting seafood	1821
27002	features: large net	346
27003	function: signaling	2475
27004	physical appearance: tower	2113
27005	physical appearance: light house	147
27006	physical appearance: buoy	132
27007	purpose: maritime safety	2077
27008	includes: departure time	2078
27009	includes: arrival time	2078
27010	includes: route information	2079
27011	includes: fare information	2452
27012	used for: scheduling trip	2009
27013	used for: coordinating logistics	1248
27014	related to: bus schedule	2452
27015	related to: train schedule	1870
27016	related to: flight schedule	1869
27017	related to: ferry schedule	1870
27018	displayed in: printed format	25
27019	displayed in: digital format	2481
27020	displayed in: online platform	712
27021	process: leadership	3162
27022	process: decision making	2080
27023	people: team	3120
27024	people: employee	2092
27025	people: client	2058
27026	style: delegative	240
27027	environment: project	1984
27028	features: high-wing design	2845
27029	airworthiness: certified	2783
27030	airworthiness: safe	1762
27031	characteristics: polluting	2502
27032	uses: biological molecules	1964
27033	methods of synthesis: chemical reactions	358
27034	methods of synthesis: enzymatic reactions	358
27035	methods of synthesis: biological processes	358
27036	altitude range: medium	1066
27037	altitude range: low	1066
27038	atmospheric phenomena: weather	1162
27039	atmospheric phenomena: climate	1162
27040	atmospheric phenomena: ozone layer	2725
27041	study area: meteorology	2323
27042	study area: astronomy	2947
27043	study area: physics	2947
27044	geometry: circular	1067
27045	traffic flow: multi-lane	583
27046	purpose: long road trip	365
27047	purpose: families with children	1888
27048	objective: communication	390
27049	process: aircraft separation	2848
27050	process: route planning	1628
27051	roles: atc system	1263
27052	communication methods: voice	795
27053	information exchanged: traffic advisories	585
27054	system components: radar	35
27055	system components: ads-b	3004
27056	system components: flight management system	2849
27057	purpose: to prevent loss	1071
27058	purpose: to preserve value	369
27059	purpose: to maintain quality	1623
27060	methods: organization	546
27061	context: environment	1984
27062	responsibilities: ensuring safe takeoffs and landings	766
27063	responsibilities: efficiently routing flights	2143
27064	communication: using standardized phraseology	2617
27065	communication: coordinating with other centers	2658
27066	communication: using radio communication	2562
27067	type: small	2
27068	usage: emergency use	2413
27069	usage: repair use	163
27070	safety: fire safety	92
27071	safety: waterproof	2437
27072	contents: ship details	2638
27073	jurisdiction: government	437
27074	function: ownership tracking	2826
27075	function: statistical purposes	3128
27076	format: physical book	25
27077	access: restricted	1838
27078	definition: route for ships to travel	1652
27079	regulations: ruled by international law	657
27080	importance: vulnerable to environmental changes	248
27081	types: shipping channel	2440
27082	types: waterway	1677
27083	types: marine highway	1652
27084	security: electronic	329
27085	accessibility: staircase	727
27086	features: large tires	2145
27087	usage: urban commuting	614
27088	design: bulky	1492
27089	engine: torquey	3168
27090	engine: gasoline or diesel	1672
27091	safety: sturdy frame	953
27092	safety: advanced safety features	3088
27093	safety: good visibility	1723
27094	function: connects	481
27095	purpose: to link	481
27096	example: student id	1793
27097	operations: handling baggage	2211
27098	location: near mountain	1813
27099	safety: security checks	1507
27100	safety: screening for weapons	1582
27101	nature: living	2314
27102	nature: natural	2081
